constant_name,definition
Scheduling,Planifikimi
Schirmer I,Schirmer I
Schirmer II,Schirmer II
Schirmers I,Schirmers I
Schirmers I (w/o anesthesia),Schirmers I (pa anestezi)
Schirmers II,Schirmers II
Schirmers II (w/ anesthesia),Schirmers II (me anestezi)
School,Shkollë
SCHOOL NOTE,SHËNIM SHKOLLOR
School Record,Regjistrim Shkollor
Sclera,Sklera
scNear{{ACT without Correction Near}},scNear{{ACT without Correction Near}}
scNear{{without correction near}},scNear{{without correction near}}
Scope,Fushëveprimi
Scopes,Fushëveprimet
Scopes Requested,Fushëveprimet e Kërkuara
Score,Rezultati
Scottish Gaelic- Gaelic,Gelishte Skoceze- Gelisht
Screen,Ekrani
Screening / Testing,Kontrolli / Testimi
script error,gabim skripti
Script Error: See Browser Console for Detail,Gabim Skripti: Shikoni Konsolën e Shfletuesit për Detaje
SC{{Acuity without correction}},SC{{Acuity without correction}}
sc{{without correction}},sc{{without correction}}
SC{{without correction}},SC{{without correction}}
SE,SE
SE Address,Adresa SE
SE Address Line 2,Adresa SE Rreshti 2
SE City,Qyteti SE
SE Country,Vendi SE
SE Locality,Lokaliteti SE
SE Postal Code,Kodi Postar SE
SE State,Shteti SE
SE Zip Code,Kodi Postar SE
"Search and select a patient and click OK","Kërkoni dhe zgjidhni një pacient dhe klikoni OK"
Search Appointment,Kërko Takim
Search by,Kërko sipas
Search by any demographics,Kërko sipas çdo të dhëne demografike
Search criteria.,Kriteret e kërkimit.
Search Diagnoses,Kërko Diagnoza
Search for Additional Codes,Kërko Kode Shtesë
"Search for patient by entering whole or part of any demographics field information","Kërkoni pacientin duke futur të gjithë ose një pjesë të informacionit të fushës demografike"
"Search for the drug by typing its name in the Search for Allergy text-box","Kërkoni ilaçin duke shkruar emrin e tij në kutinë e tekstit Kërko Alergjinë"
"Search from external RxNorm table. Vocabulary RXNORM","Kërko nga tabela e jashtme RxNorm. Fjalori RXNORM"
Search from native inventory drugs table,Kërko nga tabela vendore e inventarit të barnave
Search from native loaded RxCUI table.,Kërko nga tabela vendore e ngarkuar RxCUI.
Search global settings,Kërko cilësimet globale
Search Not Available,Kërkimi nuk është i Disponueshëm
Search Patient By Any Demographics,Kërko Pacientin sipas Çdo të Dhëne Demografike
"Search Patient By Any Demographics, Dual additionally lets direct access to Patient Finder, Comprehensive has collapsed input box, Fixed is similar to Dual with fixed size, None is do not show","Kërko Pacientin sipas Çdo të Dhëne Demografike, Dyfishtë lejon gjithashtu akses të drejtpërdrejtë te Gjetësi i Pacientit, Gjithëpërfshirëse ka kutinë të palosur, Fikse është e ngjashme me Dyfishtën me madhësi fikse, Asnjë do të thotë mos shfaq"
Search Payments,Kërko Pagesa
Search Products,Kërko Produkte
Search Services,Kërko Shërbime
Search string does not match with list in database,Teksti i kërkimit nuk përputhet me listën në bazën e të dhënave
Search string should have at least three characters,Teksti i kërkimit duhet të ketë të paktën tre karaktere
"search term was not found, please try another search","termi i kërkimit nuk u gjet, ju lutem provoni një kërkim tjetër"
Search the Events,Kërko Ngjarjet
Search user settings,Kërko cilësimet e përdoruesit
Search Web API,Kërko Web API
Search with exact method,Kërko me metodën e saktë
Searching,Duke kërkuar
Searching for appointments,Duke kërkuar takime
Seatbelt,Rripi i sigurimit
Seatbelt use,Përdorimi i rripit të sigurimit
Seatbelt Use,Përdorimi i Rripit të Sigurimit
Second account message,Mesazhi i llogarisë së dytë
"Second is the All Patients. This View shows all current templates that are default to all patients. ","E dyta është Të Gjithë Pacientët. Kjo pamje shfaq të gjitha shabllonet aktuale që janë parazgjedhje për të gjithë pacientët. "
Secondary billing,Faturimi dytësor
Section ID and Name Cannot be Empty,ID-ja e Seksionit dhe Emri nuk mund të jenë Bosh
Section saved successfully,Seksioni u ruajt me sukses
Secure Chat,Bisedë e Sigurt
Secure Electronic Messaging,Mesazhe Elektronike të Sigurta
"Secure File Transfer Protocol, or SFTP is a network protocol that provides file access, file transfer, and file management over a secure connection","Protokolli i Transferimit të Sigurt të Skedarëve, ose SFTP është një protokoll rrjeti që ofron akses skedarësh, transferim skedarësh dhe menaxhim skedarësh përmes një lidhjeje të sigurt"
Secure Mail,Postë e Sigurt
Secure Messaging,Mesazhe të Sigurta
Secure Password Required,Kërkohet Fjalëkalim i Sigurt
Secure Patient Chat,Bisedë e Sigurt me Pacientin
Secure Upload Files with White List,Ngarkim i Sigurt i Skedarëve me Listë të Bardhë
See All Messages,Shiko të Gjitha Mesazhet
See Authorizations,Shiko Autorizimet
See couchdb error log,Shiko regjistrin e gabimeve couchdb
See Customize the Fee Sheet,Shiko Personalizo Fletën e Tarifave
See Growth-Chart,Shiko Grafikun e Rritjes
See messages from the last set of generated claims,Shiko mesazhet nga grupi i fundit i kërkesave të gjeneruara
See observation results,Shiko rezultatet e vëzhgimit
See Setup the Fee Sheet,Shiko Konfiguro Fletën e Tarifave
See the Clinical Reminders widget for more details,Shiko miniaplikacionin e Kujtesave Klinike për më shumë detaje
Seen since,Parë që nga
Seen within,Parë brenda
Segment name,Emri i segmentit
Segments Batch Claim,Segmentet e Kërkesës në Grup
Seizures,Konvulsione
Sel,Zgj
"Select 'Price Levels' and enter Credit Card and Cash","Zgjidhni 'Nivelet e Çmimeve' dhe vendosni Kartë Krediti dhe Para në Dorë"
Select a Component,Zgjidhni një Komponent
Select a Context,Zgjidhni një Kontekst
Select a CSV file with translation information to review.,Zgjidhni një skedar CSV me informacion përkthimi për rishikim.
Select a date range and click Submit,Zgjidhni një interval datash dhe klikoni Dërgo
Select a lab from the Order From drop-down box,Zgjidhni një laborator nga kutia rënëse Porosit Nga
Select a patient by clicking on the patient input box,Zgjidhni një pacient duke klikuar në kutinë e hyrjes së pacientit
Select a percentage of the rows or or select dates,Zgjidhni një përqindje të rreshtave ose zgjidhni data
"Select a surgery if it is listed in the drop-down box or enter a new surgery name under Title","Zgjidhni një operacion nëse është i listuar në kutinë rënëse ose vendosni emrin e ri të operacionit te Titulli"
"Select a text or html template and upload for selected patient or all portal patients.","Zgjidhni një shablon teksti ose html dhe ngarkoni për pacientin e zgjedhur ose të gjithë pacientët e portalit."
Select a Time Span,Zgjidhni një Interval Kohor
Select a validation rule,Zgjidhni një rregull validimi
Select Action,Zgjidhni Veprimin
Select all,Zgjidhni të gjitha
Select Amendment Date,Zgjidhni Datën e Ndryshimit
Select amendments to print,Zgjidhni ndryshimet për printim
"Select an appropriate ICD/CPT code. This helps search for education material to give to the patient for that particular problem","Zgjidhni një kod të përshtatshëm ICD/CPT. Kjo ndihmon në kërkimin e materialit edukativ për t'i dhënë pacientit për atë problem të veçantë"
"Select an end date. Entries after this date will not be downloaded or deleted.","Zgjidhni një datë përfundimi. Hyrjet pas kësaj date nuk do të shkarkohen ose fshihen."
"Select as appropriate and fill in the text box and click Save","Zgjidhni sipas nevojës dhe plotësoni kutinë e tekstit dhe klikoni Ruaj"
Select below to Zip Directory of image slices.,Zgjidhni më poshtë për të Zipuar Direktorinë e shtresave të imazhit.
"Select Bidirectional or Results Only as appropriate, again only used for electronic orders","Zgjidhni Dydrejtimësh ose Vetëm Rezultate sipas nevojës, përsëri përdoret vetëm për porosi elektronike"
Select Blood in the Specimen Type drop-down box,Zgjidhni Gjak në kutinë rënëse të Llojit të Mostrës
Select CAMOS Entries for Printing,Zgjidhni Hyrjet CAMOS për Printim
Select Case,Zgjidhni Rastin
Select category,Zgjidhni kategorinë
Select Code,Zgjidhni Kodin
Select Codes,Zgjidhni Kodet
Select Communication Preferences,Zgjidhni Preferencat e Komunikimit
Select corresponding checkboxes to delete,Zgjidhni kutitë përkatëse të kontrollit për fshirje
Select Credit Card Payment Gateway,Zgjidhni Portën e Pagesës me Kartë Krediti
Select Criteria to Remove,Zgjidhni Kriteret për Heqje
Select CSV table,Zgjidhni tabelën CSV
"Select Custom Favorite Group from the Procedure Tier drop-down box","Zgjidhni Grupin e Preferuar të Personalizuar nga kutia rënëse e Nivelit të Procedurës"
"Select Custom Favorite Item in the Procedure Tier drop-down box","Zgjidhni Artikullin e Preferuar të Personalizuar në kutinë rënëse të Nivelit të Procedurës"
Select Data Required for De Identification,Zgjidhni të Dhënat e Nevojshme për De-Identifikim
Select data to be included in De Identified data,Zgjidhni të dhënat që do të përfshihen në të dhënat e De-Identifikuara
Select date,Zgjidhni datën
Select Default Codes,Zgjidhni Kodet e Parazgjedhura
Select desired squad,Zgjidhni ekipin e dëshiruar
Select Diagnosis,Zgjidhni Diagnozën
Select Diagnosis Codes,Zgjidhni Kodet e Diagnozës
Select Diagnosis for De Identification request,Zgjidhni Diagnozën për kërkesën e De-Identifikimit
Select Discrete Result from the Procedure Tier,Zgjidhni Rezultatin Diskret nga Niveli i Procedurës
"Select Discrete Result from the Procedure Tier drop-down box","Zgjidhni Rezultatin Diskret nga kutia rënëse e Nivelit të Procedurës"
"Select Discrete Result under Procedure Tier in the Enter Details pop-up","Zgjidhni Rezultatin Diskret nën Nivelin e Procedurës në dritaren Vendos Detajet"
Select Documents,Zgjidhni Dokumentet
Select Drug,Zgjidhni Barën
Select Drugs,Zgjidhni Barnat
Select Drugs for De Identification request,Zgjidhni Barnat për kërkesën e De-Identifikimit
Select EDI-271 file,Zgjidhni skedarin EDI-271
Select Encounter,Zgjidhni Vizitën
Select field,Zgjidhni fushën
Select Field,Zgjidhni Fushën
Select Fields,Zgjidhni Fushat
Select for printing,Zgjidhni për printim
Select from the displayed list,Zgjidhni nga lista e shfaqur
Select Group,Zgjidhni Grupin
"Select Group in the drop-down box labeled Procedure Tier","Zgjidhni Grupin në kutinë rënëse me etiketën Niveli i Procedurës"
"Select Group under Procedure Tier, think of it as creating a large branch off the main tree trunk, and call it Organ/Disease Panel","Zgjidhni Grupin nën Nivelin e Procedurës, mendojeni si krijim i një dege të madhe nga trungu kryesor i pemës, dhe quajeni Panel Organi/Sëmundjeje"
Select Image Procedure,Zgjidhni Procedurën e Imazhit
Select Immunizations,Zgjidhni Vaksinat
Select Immunizations for De Identification request,Zgjidhni Vaksinat për kërkesën e De-Identifikimit
Select Insurance Company,Zgjidhni Kompaninë e Sigurimit
"Select Insurance, by typing","Zgjidhni Sigurimin, duke shkruar"
Select Issue,Zgjidhni Çështjen
Select items,Zgjidhni artikujt
"Select Lab Service in the Type drop-down box and enter a name under organization","Zgjidhni Shërbimin e Laboratorit në kutinë rënëse të Llojit dhe vendosni emrin nën organizatë"
Select Language,Zgjidhni Gjuhën
Select list,Zgjidhni listën
Select List,Zgjidhni Listën
Select Location,Zgjidhni Vendndodhjen
Select Method,Zgjidhni Metodën
Select MG/DL as Default Units,Zgjidhni MG/DL si Njësi të Parazgjedhura
Select Month,Zgjidhni Muajin
Select Note Category,Zgjidhni Kategorinë e Shënimit
Select Note Type,Zgjidhni Llojin e Shënimit
Select One,Zgjidhni Një
Select one or more diagnosis codes to justify the service,Zgjidhni një ose më shumë kode diagnozash për të justifikuar shërbimin
Select one or more files to upload,Zgjidhni një ose më shumë skedarë për ngarkim
Select only one code per problem,Zgjidhni vetëm një kod për problem
Select Options for Current Encounter,Zgjidhni Opsionet për Vizitën Aktuale
Select Options for Current Order Id,Zgjidhni Opsionet për ID-në Aktuale të Porosisë
"Select Options for Current Procedure Order Id ",Zgjidhni Opsionet për ID-në Aktuale të Porosisë së Procedurës
Select output,Zgjidhni daljen
Select patient,Zgjidhni pacientin
Select Pharmacy,Zgjidhni Farmacinë
Select Plan,Zgjidhni Planin
SELECT PLAN,ZGJIDHNI PLANIN
Select Primary Physician,Zgjidhni Mjekun Kryesor
Select Procedure,Zgjidhni Procedurën
Select Procedure Code,Zgjidhni Kodin e Procedurës
"Select Procedure Order from Procedure Tier pop-up box","Zgjidhni Porosinë e Procedurës nga kutia e Nivelit të Procedurës"
Select Procedure Order in Procedure Tier,Zgjidhni Porosinë e Procedurës në Nivelin e Procedurës
Select Providers,Zgjidhni Ofruesit
"Select Referral from the Transaction type drop-down box","Zgjidhni Referimin nga kutia rënëse e llojit të Transaksionit"
Select Requested By,Zgjidhni Kërkuar Nga
Select Role,Zgjidhni Rolin
Select SMS Gateway,Zgjidhni Portën SMS
Select source,Zgjidhni burimin
"Select State and City to Import for Pharmacy","Zgjidhni Shtetin dhe Qytetin për Importim për Farmacinë"
Select Supervisor,Zgjidhni Mbikëqyrësin
Select Template,Zgjidhni Shabllonin
Select Template Context,Zgjidhni Kontekstin e Shabllonit
"Select the appropriate choice - Debugging or Production","Zgjidhni zgjedhjen e duhur - Korrigjim ose Prodhim"
"Select the appropriate radio button. Enter the search term in the search box and click 'Search'","Zgjidhni butonin radio të duhur. Vendosni termin e kërkimit në kutinë e kërkimit dhe klikoni 'Kërko'"
Select the configuration items to export,Zgjidhni artikujt e konfigurimit për eksportim
Select the default font,Zgjidhni fontin e parazgjedhur
"Select the default font (need to logout/login after changing this setting).","Zgjidhni fontin e parazgjedhur (duhet të dilni/hyni pas ndryshimit të kësaj cilësie)."
Select the default font size,Zgjidhni madhësinë e parazgjedhur të fontit
"Select the default font size (need to logout/login after changing this setting).","Zgjidhni madhësinë e parazgjedhur të fontit (duhet të dilni/hyni pas ndryshimit të kësaj cilësie)."
Select the diagnoses to include in the Impression/Plan.,Zgjidhni diagnozat për t'i përfshirë në Përshtypjen/Planin.
Select the group (ARO) that you wish to remove.,Zgjidhni grupin (ARO) që dëshironi të hiqni.
"Select the issue primarily responsible for any missed events on this day","Zgjidhni çështjen kryesisht përgjegjëse për çdo ngjarje të humbur në këtë ditë"
Select the Lab From lab name,Zgjidhni Laboratorin Nga emri i laboratorit
"Select the message type to more accurately reflect the type of message you are sending. You may choose to leave it as unassigned","Zgjidhni llojin e mesazhit për të pasqyruar më saktë llojin e mesazhit që po dërgoni. Mund ta lini si të pacaktuar"
"Select the name of the entity from the Name drop-down box","Zgjidhni emrin e entitetit nga kutia rënëse e Emrit"
"Select the type of Occurrence of the problem from the drop-down box, the choices are Unknown or N/A, First, Early Recurrence, Late Recurrence, Delayed Recurrence, Chronic/Recurrent and Acute on Chronic","Zgjidhni llojin e Ndodhjes së problemit nga kutia rënëse, zgjedhjet janë E panjohur ose N/A, E parë, Ripërsëritje e Hershme, Ripërsëritje e Vonuar, Ripërsëritje e Shtyrë, Kronike/Ripërsëritëse dhe Akute mbi Kronike"
Select to print patient address labels from popups in left nav screen.,Zgjidhni për të printuar etiketat e adresës së pacientit nga dritaret në ekranin e navigimit të majtë.
Select to transmit,Zgjidhni për transmetim
Select Track,Zgjidhni Gjurmën
Select Transaction Type,Zgjidhni Llojin e Transaksionit
Select Type,Zgjidhni Llojin
Select User,Zgjidhni Përdoruesin
SELECT Users FROM The Dropdown LIST,ZGJIDHNI Përdoruesit NGA Lista Rënëse
Select Users From The Dropdown List,Zgjidhni Përdoruesit Nga Lista Rënëse
"Select which languages, if any, may be chosen at login. (only pertinent if above All Languages Allowed is turned off)","Zgjidhni cilat gjuhë, nëse ka, mund të zgjidhen në hyrje. (vlefshme vetëm nëse Të Gjitha Gjuhët e Lejuara më sipër është çaktivizuar)"
Select Year,Zgjidhni Vitin
Select Yes to confirm group deletion,Zgjidhni Po për të konfirmuar fshirjen e grupit
Select your current facility in the login page,Zgjidhni objektin tuaj aktual në faqen e hyrjes
Select/Add Authentication Method for the logged in user,Zgjidhni/Shtoni Metodën e Vërtetimit për përdoruesin e identifikuar
Select/Add New Authentication Method for,Zgjidhni/Shtoni Metodë të Re Vërtetimi për
Select1,Zgjidhni1
Select2,Zgjidhni2
Selected,E zgjedhur
Selected Encounter,Vizita e Zgjedhur
Selected Fee Sheet Codes and Charges for Current Encounter,Kodet e Fletës së Tarifave dhe Tarifat e Zgjedhura për Vizitën Aktuale
Selected Files,Skedarët e Zgjedhur
"Selected files and data will be removed from folders and tables","Skedarët dhe të dhënat e zgjedhura do të hiqen nga dosjet dhe tabelat"
"Selecting the width for responsive vertical style menus in tab based layout (need to logout/login after changing this setting)","Zgjedhja e gjerësisë për menutë vertikale responsive në paraqitjen me skeda (duhet të dilni/hyni pas ndryshimit të kësaj cilësie)"
"Selecting this will create a message that needs to be processed by each recipient individually (this is not a group task).","Zgjedhja e kësaj do të krijojë një mesazh që duhet përpunuar nga çdo marrës individualisht (kjo nuk është detyrë grupi)."
Seleted Message id,ID-ja e Mesazhit të Zgjedhur
Self,Vetë
Self Pay,Vetëpagesë
SEND,DËRGO
Send,Dërgo
Send A Dated Reminder,Dërgo një Kujtesë me Datë
Send a Reminder,Dërgo një Kujtesë
Send a report to this provider,Dërgoni një raport këtij ofruesi
"Send an email to ","Dërgoni një email te "
Send CCD,Dërgo CCD
