constant_name,definition
"Change any item available and when ready click Send for review. The changes will be flagged and staff notified to review changes before commiting them to chart. During the time period before changes are reviewed the Revised button will show Pending and profile data is still available for changes. When accessing profile in pending state all previous edits will appear in Blue and current chart values in Red. You may revert any edit to chart value by clicking that red item (or vica versa) but remember that when you click Send for Review then items that populate the field items are the ones that are sent. Revert Edits button changes everything back to chart values and you may make changes from there. So to recap: Items in BLUE are patient edits with items in RED being original values before any edits.","Ndryshoni çdo element të disponueshëm dhe kur të jeni gati klikoni Dërgo për rishikim. Ndryshimet do të shënohen dhe stafi do të njoftohet për të rishikuar ndryshimet para se t'i regjistrojë në kartë. Gjatë periudhës para rishikimit butoni i Rishikuar do të tregojë Në Pritje dhe të dhënat e profilit janë ende të disponueshme për ndryshime. Kur aksesoni profilin në gjendje pritjeje të gjitha ndryshimet e mëparshme do të shfaqen me Blu dhe vlerat aktuale të kartës me të Kuqe. Mund të ktheni çdo ndryshim në vlerën e kartës duke klikuar atë element të kuq (ose anasjelltas) por mbani mend që kur klikoni Dërgo për Rishikim atëherë elementët që mbushin fushat janë ato që dërgohen. Butoni Kthe Ndryshimet i kthen të gjitha në vlerat e kartës dhe mund të bëni ndryshime prej aty. Për ta përmbledhur: Elementët me BLU janë ndryshimet e pacientit ndërsa elementët me të KUQE janë vlerat origjinale para ndryshimeve."
"Change any item available and when ready click Send for review. The changes will be flagged and staff notified to review changes before committing them to chart. During the time period before changes are reviewed the Revised button will show Pending and profile data is still available for changes. When accessing profile in pending state all previous edits will appear in Blue and current chart values in Red. You may revert any edit to chart value by clicking that red item (or vica versa) but remember that when you click Send for Review then items that populate the field items are the ones that are sent. Revert Edits button changes everything back to chart values and you may make changes from there. So to recap: Items in BLUE are patient edits with items in RED being original values before any edits.","Ndryshoni çdo element të disponueshëm dhe kur të jeni gati klikoni Dërgo për rishikim. Ndryshimet do të shënohen dhe stafi do të njoftohet për të rishikuar ndryshimet para se t'i regjistrojë në kartë. Gjatë periudhës para rishikimit butoni i Rishikuar do të tregojë Në Pritje dhe të dhënat e profilit janë ende të disponueshme për ndryshime. Kur aksesoni profilin në gjendje pritjeje të gjitha ndryshimet e mëparshme do të shfaqen me Blu dhe vlerat aktuale të kartës me të Kuqe. Mund të ktheni çdo ndryshim në vlerën e kartës duke klikuar atë element të kuq (ose anasjelltas) por mbani mend që kur klikoni Dërgo për Rishikim atëherë elementët që mbushin fushat janë ato që dërgohen. Butoni Kthe Ndryshimet i kthen të gjitha në vlerat e kartës dhe mund të bëni ndryshime prej aty. Për ta përmbledhur: Elementët me BLU janë ndryshimet e pacientit ndërsa elementët me të KUQE janë vlerat origjinale para ndryshimeve."
Change Credentials,Ndrysho Kredencialet
"Change or keep current. Enter 12 to 80 characters. Recommended to include symbols and numbers but not required.","Ndryshoni ose mbani aktualin. Futni 12 deri në 80 karaktere. Rekomandohet të përfshini simbole dhe numra por nuk kërkohet."
Change Password for,Ndrysho Fjalëkalimin për
Change Portal Credentials,Ndrysho Kredencialet e Portalit
Change your password before it expires on,Ndryshoni fjalëkalimin tuaj para se të skadojë më
Changes the current theme to be more compact.,Ndryshon temën aktuale për ta bërë më kompakte.
Changes the layout of the login page.,Ndryshon paraqitjen e faqes së hyrjes.
Changing the status to Done will remove the message from the active message list,Ndryshimi i statusit në Përfunduar do ta heqë mesazhin nga lista e mesazheve aktive
Changing the status to New will achieve the same result,Ndryshimi i statusit në I Ri do të arrijë të njëjtin rezultat
Changing the status to Read would leave it as a read message in the active messages list of the current user,Ndryshimi i statusit në I Lexuar do ta lërë si mesazh të lexuar në listën e mesazheve aktive të përdoruesit aktual
Channels,Kanalet
Charge Total,Totali i Ngarkesës
Charges for,Ngarkesa për
Chart History,Historiku i Kartës
Chart pulled,Karta u tërhoq
Chart to,Kartë për
Chart to Category,Kartë sipas Kategorisë
Chart View,Pamja e Kartës
Charting History.,Historiku i Kartëzimit.
Chat,Bisedë
Chat history,Historiku i bisedës
Chat Messaging,Mesazhet e Bisedës
Check and adjust the settings in the standard release,Kontrolloni dhe rregulloni cilësimet në versionin standard
Check expiration dates.,Kontrolloni datat e skadimit.
Check if a help file exists for this page in,Kontrolloni nëse ekziston një skedar ndihme për këtë faqe në
"Check if this is a cognitive status. Unchecked is a functional status",Kontrolloni nëse ky është një status njohës. Pa zgjedhur është status funksional
Check if you plan to print postcards locally,Kontrolloni nëse planifikoni të printoni kartolina lokalisht
Check if you plan to send postcards via MedEx,Kontrolloni nëse planifikoni të dërgoni kartolina nëpërmjet MedEx
Check if you plan to use Avery Labels for Reminders or Recalls,Kontrolloni nëse planifikoni të përdorni Etiketat Avery për Kujtesa ose Rikthime
Check or Reference Number,Numri i Çekut ose Referencës
Check the CPOE (Computerized Provider Order Entry) check-box,Zgjidhni kutinë e zgjedhjes CPOE (Futja e Porosive të Kompjuterizuara të Ofruesit)
Check the Enable phiMail Direct Messaging Service check-box,Zgjidhni kutinë e zgjedhjes Aktivizo Shërbimin e Mesazheve Direkte phiMail
Check the Sequence numbers,Kontrolloni numrat e Sekuencës
"Check this to go live. Not checked is testing mode.",Zgjidhni këtë për të shkuar live. Pa zgjedhur është modaliteti i testimit.
"Check your email inbox (and possibly your spam folder) for further instructions to register. If you have not received an email, then recommend contacting the clinic.","Kontrolloni kutinë postare (dhe ndoshta dosjen e postës së padëshiruar) për udhëzime të mëtejshme për regjistrim. Nëse nuk keni marrë email, atëherë rekomandohet të kontaktoni klinikën."
"Check your email inbox (and possibly your spam folder) for further instructions to reset your password. If you have not received an email, then recommend contacting the clinic.","Kontrolloni kutinë postare (dhe ndoshta dosjen e postës së padëshiruar) për udhëzime të mëtejshme për rivendosjen e fjalëkalimit. Nëse nuk keni marrë email, atëherë rekomandohet të kontaktoni klinikën."
Check/EOB Date,Data e Çekut/EOB
Check/EOB No.,Nr. i Çekut/EOB
Checkbox(es),Kutia(të) e zgjedhjes
Checkboxes w/text,Kuti zgjedhjeje me tekst
checked,zgjedhur
"Checked box = yes, empty = no","Kutia e zgjedhur = po, bosh = jo"
Checked Out,Arkëtuar
Checked out,Arkëtuar
"Checking any of the check boxes will result in a Yes on the CMS 1500 form",Zgjedhja e cilësdo kutie të zgjedhjes do të rezultojë në një Po në formularin CMS 1500
"Checking the Groups and Access Controls checkbox will reveal this section that lists all the categories with sub-categories (ACOs), i.e. the parts of the program controlled by the access control list privileges.","Zgjedhja e kutisë së zgjedhjes Grupet dhe Kontrollet e Aksesit do të zbulojë këtë seksion që rendit të gjitha kategoritë me nënkategori (ACO-të), pra pjesët e programit të kontrolluara nga privilegjet e listës së kontrollit të aksesit."
Checking the Postcards check box will let you print a postcard that can be mailed to a patient,Zgjedhja e kutisë së zgjedhjes Kartolina do t'ju lejojë të printoni një kartolinë që mund t'i dërgohet me postë pacientit
Checkout Receipt Note,Shënimi i Faturës së Arkëtimit
Checkout Receipt Ref,Ref. e Faturës së Arkëtimit
checksum,checksum
Chief Complaint 2,Ankesa Kryesore 2
Chief Complaint 3,Ankesa Kryesore 3
Child in-law,Dhëndër/Nuse
choose,zgjidh
Choose a period or dates (YYYY-MM-DD),Zgjidhni një periudhë ose data (VVVV-MM-DD)
Choose constant column,Zgjidhni kolonën e konstantës
Choose CSV table,Zgjidhni tabelën CSV
Choose definition column,Zgjidhni kolonën e përkufizimit
Choose either current provider or current logged in provider,Zgjidhni ose ofruesin aktual ose ofruesin aktual të kyçur
Choose file,Zgjidhni skedarin
Choose one if appropriate,Zgjidhni një nëse është e përshtatshme
"Choose one of the four return values that reflect varying degrees of privilege.",Zgjidhni një nga katër vlerat e kthimit që pasqyrojnë shkallë të ndryshme privilegji.
Choose Patient,Zgjidhni Pacientin
Choose the layout (need to logout and then login to see this new setting).,Zgjidhni paraqitjen (duhet të dilni dhe pastaj të hyni për të parë këtë cilësim të ri).
"Chrome browser version 41 and above, Mozilla Firefox browser version 64 and above, Microsoft Edge browser version 19 and above, Safari browser version 13 and above, Opera browser version 40 and Opera browser version 42 and above support FIDO U2F API","Shfletuesi Chrome versioni 41 e lart, shfletuesi Mozilla Firefox versioni 64 e lart, shfletuesi Microsoft Edge versioni 19 e lart, shfletuesi Safari versioni 13 e lart, shfletuesi Opera versioni 40 dhe versioni 42 e lart mbështesin API-n FIDO U2F"
Chronic or Inactive Problems,Probleme Kronike ose Joaktive
Chronic Problems,Probleme Kronike
Chronic/Inactive Problems,Probleme Kronike/Joaktive
Cigs,Cigare
Cipher failure check encryption key,Dështim i shifrimit kontrolloni çelësin e enkriptimit
"City and state must both be filled out",Qyteti dhe shteti duhet të plotësohen të dyja
"City, State, ZIP","Qyteti, Shteti, Kodi Postar"
"City,St,Zip","Qyteti,Sht,KP"
Claim Edit,Ndryshimi i Kërkesës
Claim File Tracker,Gjurmues i Skedarit të Kërkesës
claims selected.,kërkesa të zgjedhura.
Class,Klasa
clear,pastro
Clear 2FA,Pastro 2FA
CLEAR ACTIVE THERAPY GROUP,PASTRO GRUPIN AKTIV TË TERAPISË
Clear Filters,Pastro Filtrat
Clear history,Pastro historikun
Clear Insurance Debt,Pastro Borxhin e Sigurimit
Clear Left side values,Pastro vlerat e anës së Majtë
Clear Log,Pastro Regjistrin
Clear OD{{right eye}} values,Pastro vlerat OD{{syri i djathtë}}
Clear Pad,Pastro Bllokun
Clear Right side values,Pastro vlerat e anës së Djathtë
Clear Signature,Pastro Nënshkrimin
Clear the log,Pastro regjistrin
Click 'Save',Klikoni 'Ruaj'
"Click 'Save'. Now you will be able to use the Search feature to search all ICD 10 codes","Klikoni 'Ruaj'. Tani do të mund të përdorni funksionin Kërko për të kërkuar të gjitha kodet ICD 10"
Click and drag bottom right corner to resize this display,Klikoni dhe tërhiqni këndin e poshtëm djathtas për të ndryshuar madhësinë e kësaj pamjeje
"Click Browse and select one Electronic Remittance Advice (ERA) file...",Klikoni Shfleto dhe zgjidhni një skedar Këshillimi Elektronik të Pagesës (ERA)...
Click Close to exit the Select Codes pop-up page,Klikoni Mbyll për të dalë nga faqja kërcyese Zgjidh Kodet
Click for Shorthand Help.,Klikoni për Ndihmë të Shkurtimeve.
Click Got it icon to dismiss this alert forever.,Klikoni ikonën E kuptova për ta hequr këtë njoftim përgjithmonë.
Click here to add new row,Klikoni këtu për të shtuar rresht të ri
Click here to delete all options,Klikoni këtu për të fshirë të gjitha opsionet
Click here to delete the selection,Klikoni këtu për të fshirë zgjedhjen
"Click here to edit list of available Lens Materials",Klikoni këtu për të ndryshuar listën e Materialeve të Disponueshme të Thjerrëzave
"Click here to edit list of available Lens Treatment Options",Klikoni këtu për të ndryshuar listën e Opsioneve të Disponueshme të Trajtimit të Thjerrëzave
Click here to Edit the Contact Lens Brand List,Klikoni këtu për të Ndryshuar Listën e Markave të Thjerrëzave të Kontaktit
Click here to Edit the Course/Occurrence List,Klikoni këtu për të Ndryshuar Listën e Kursit/Ngjarjes
Click here to Edit the Manufacter List,Klikoni këtu për të Ndryshuar Listën e Prodhuesve
Click here to Edit the Supplier List,Klikoni këtu për të Ndryshuar Listën e Furnizuesve
Click here to Edit this Doctor's Plan options,Klikoni këtu për të Ndryshuar opsionet e Planit të këtij Mjeku
Click here to Edit this Doctor's Quick Pick list,Klikoni këtu për të Ndryshuar listën e Zgjedhjes së Shpejtë të këtij Mjeku
Click here to Edit this Provider's Exam Default values,Klikoni këtu për të Ndryshuar vlerat e Parazgjedhura të Ekzaminimit të këtij Ofruesi
Click Here to Install ACL for module,Klikoni Këtu për të Instaluar ACL për modulin
Click Here to Install SQL for module,Klikoni Këtu për të Instaluar SQL për modulin
Click here to see observation results,Klikoni këtu për të parë rezultatet e vëzhgimit
Click Here to UnRegister this Module,Klikoni Këtu për të Çregjistruar këtë Modul
"click here to update priority, category, nickname and access control settings","klikoni këtu për të përditësuar përparësinë, kategorinë, pseudonimin dhe cilësimet e kontrollit të aksesit"
Click Here to Upgrade ACL for module,Klikoni Këtu për të Përditësuar ACL për modulin
Click Here to Upgrade SQL for module,Klikoni Këtu për të Përditësuar SQL për modulin
Click in signature,Klikoni në nënshkrim
Click in signature on file,Klikoni në nënshkrimin në skedar
Click me to Open Patient Dashboard,Klikoni për të Hapur Panelin e Pacientit
"Click OK if you are sure.",Klikoni OK nëse jeni të sigurt.
Click OK to Clear or Cancel to continue processing.,Klikoni OK për të Pastruar ose Anulo për të vazhduar përpunimin.
Click OK to import these patients into the patient input box,Klikoni OK për të importuar këta pacientë në kutinë e futjes së pacientit
Click Okay if you are sure you want to cancel this appointment?,Klikoni Okay nëse jeni të sigurt që dëshironi të anuloni këtë takim?
Click on Add to bring up the Add/Edit Issue pop-up page,Klikoni Shto për të hapur faqjen kërcyese Shto/Ndrysho Çështjen
Click on Add to List button to add to the bottom section,Klikoni butonin Shto në Listë për të shtuar në seksionin e poshtëm
Click on Create New Transaction to open the Add/Edit Patient Transaction page,Klikoni Krijo Transaksion të Ri për të hapur faqjen Shto/Ndrysho Transaksionin e Pacientit
"Click on either the Invoice Search button on the far right, for manual entry or ERA Upload button for uploading an entire electronic remittance advice ERA file","Klikoni ose butonin Kërko Faturën në anën e djathtë, për futje manuale ose butonin Ngarko ERA për të ngarkuar një skedar të plotë të këshillimit elektronik të pagesës ERA"
Click on the 'Add Group' button to create this new group (ARO).,Klikoni butonin 'Shto Grup' për të krijuar këtë grup të ri (ARO).
Click on the + sign adjacent to the Serum Uric Acid test Name to reveal the newly created Result line,Klikoni shenjën + pranë Emrit të testit të Acidit Urik Serik për të zbuluar linjën e Rezultatit të krijuar rishtas
Click on the + sign at the far end of the Blood Glucose line to bring up the Enter Details pop-up in the Add Mode,Klikoni shenjën + në fund të linjës së Glukozës në Gjak për të hapur dritaren kërcyese Futni Detajet në Modalitetin Shto
Click on the Add icon at the far end of the Serum Chemistry line,Klikoni ikonën Shto në fund të linjës së Kimisë Serike
Click on the Add New dropdown box and select an option,Klikoni kutinë rënëse Shto të Re dhe zgjidhni një opsion
Click on the Allergy/Intolerance button,Klikoni butonin Alergjia/Intoleranca
Click on the black + sign at the far end of the Well Woman Tests line to create a direct descendant or child to this Custom Top Group,Klikoni shenjën + të zezë në fund të linjës Testet e Mirëqenies së Gruas për të krijuar një pasardhës direkt ose fëmijë të këtij Grupi të Personalizuar Kryesor
Click on the black + sign on the Electrolyte Panel line to create a direct descendant or child,Klikoni shenjën + të zezë në linjën e Panelit të Elektrolitëve për të krijuar një pasardhës direkt ose fëmijë
Click on the blue + sign to see the Procedure Order that was saved,Klikoni shenjën + blu për të parë Porosinë e Procedurës që u ruajt
Click on the blue plus sign under Name to reveal test names,Klikoni shenjën plus blu nën Emrin për të zbuluar emrat e testeve
Click on the Diagnosis Codes box to open the Select Diagnosis Codes pop-up window,Klikoni kutinë e Kodeve të Diagnozës për të hapur dritaren kërcyese Zgjidh Kodet e Diagnozës
Click on the File menu item on the top left of the Message center page ansd select Setup MedEx,Klikoni menynë Skedar në këndin e sipërm majtas të faqes së Qendrës së Mesazheve dhe zgjidhni Konfiguro MedEx
Click on the icon next to the 'Access Control List Administration' title to go to the phpGACL page.,Klikoni ikonën pranë titullit 'Administrimi i Listës së Kontrollit të Aksesit' për të shkuar te faqja phpGACL.
Click on the Issues menu item to bring up the Issues page,Klikoni menynë Çështjet për të hapur faqjen e Çështjeve
Click on the Ledger menu item in the navigation bar to to enter the Patient Ledger page,Klikoni menynë Libri i Llogarive në shiritin e navigimit për të hyrë në faqjen e Librit të Llogarive të Pacientit
Click on the Name text box on the left section to bring up the patient finder pop-up,Klikoni kutinë e tekstit Emri në seksionin e majtë për të hapur dritaren kërcyese të gjetjes së pacientit
Click on the New Recall button to open a new recall scheduling page,Klikoni butonin Rikthim i Ri për të hapur një faqe të re të planifikimit të rikthimit
Click on the the following link to learn more about what is involved.,Klikoni lidhjen e mëposhtme për të mësuar më shumë rreth asaj që përfshihet.
Click Refresh and click on the blue + mark that precedes the name Serum Chemistry,Klikoni Rifresko dhe klikoni shenjën + blu që paraprin emrin Kimia Serike
Click Register to register the TOTP,Klikoni Regjistro për të regjistruar TOTP
Click Save,Klikoni Ruaj
Click Save and then Refresh,Klikoni Ruaj dhe pastaj Rifresko
Click Save to close the pop-up,Klikoni Ruaj për të mbyllur dritaren kërcyese
Click Save to close the pop-up window,Klikoni Ruaj për të mbyllur dritaren kërcyese
"Click Save to create a new line with a Name of Well Womans Tests preceded by a vertical line indicating that it has no descendants or children",Klikoni Ruaj për të krijuar një linjë të re me Emrin Testet e Mirëqenies së Gruas të paraprirë nga një vijë vertikale që tregon se nuk ka pasardhës ose fëmijë
Click Save to save and close the pop-up,Klikoni Ruaj për të ruajtur dhe mbyllur dritaren kërcyese
Click Save to save this problem,Klikoni Ruaj për të ruajtur këtë problem
Click the 'Add New Group' button to display the 'New Group Information' section.,Klikoni butonin 'Shto Grup të Ri' për të shfaqur seksionin 'Informacioni i Grupit të Ri'.
Click the 'Delete Group' button to completely remove this group.,Klikoni butonin 'Fshi Grupin' për ta hequr plotësisht këtë grup.
Click the 'Remove Group' button to display the 'Remove Group Form'.,Klikoni butonin 'Hiq Grupin' për të shfaqur 'Formularin e Heqjes së Grupit'.
Click the 'Yes' radio button.,Klikoni butonin radio 'Po'.
Click the Clear button to clear the imported patient names and start afresh,Klikoni butonin Pastro për të pastruar emrat e importuar të pacientëve dhe për të filluar nga e para
Click the Clear button to start afresh,Klikoni butonin Pastro për të filluar nga e para
"Click the Delete button to delete all selected codes or select individual codes to be deleted from the drop-down box adjacent to the delete button and then click the Delete button",Klikoni butonin Fshi për të fshirë të gjitha kodet e zgjedhura ose zgjidhni kodet individuale për t'u fshirë nga kutia rënëse pranë butonit të fshirjes dhe pastaj klikoni butonin Fshi
Click the pencil icon to grant and remove access privileges to the selected user,Klikoni ikonën e lapsit për të dhënë dhe hequr privilegjet e aksesit për përdoruesin e zgjedhur
Click the Save button,Klikoni butonin Ruaj
Click the Search for Allergy button,Klikoni butonin Kërko për Alergji
Click the slashed-eye icon to close.,Klikoni ikonën e syrit të prerë për të mbyllur.
Click the Submit button to display the main log,Klikoni butonin Dërgo për të shfaqur regjistrin kryesor
Click the Transmit button to reveal the Direct address box,Klikoni butonin Transmeto për të zbuluar kutinë e adresës Direkte
Click this to display/hide additional tests,Klikoni këtë për të shfaqur/fshehur teste shtesë
Click to activate and send to this recipient.,Klikoni për të aktivizuar dhe dërguar te ky marrës.
Click to add diagnosis for this test,Klikoni për të shtuar diagnozë për këtë test
Click to add HCFA 1500 miscellaneous billing options,Klikoni për të shtuar opsione të ndryshme faturimi HCFA 1500
Click to add patient,Klikoni për të shtuar pacient
Click to Contract and set to henceforth open in Centered mode,Klikoni për të Tkurrur dhe caktuar hapjen e ardhshme në modalitetin e Përqendruar
Click to display shorthand field names.,Klikoni për të shfaqur emrat e shkurtuar të fushave.
Click to Expand and set to henceforth open in Expanded mode,Klikoni për të Zgjeruar dhe caktuar hapjen e ardhshme në modalitetin e Zgjeruar
Click to expand or collapse All active patient templates panel.,Klikoni për të zgjeruar ose tkurrur panelin e të gjitha shablloneve aktive të pacientit.
Click to expand or collapse Assigned Patients panel.,Klikoni për të zgjeruar ose tkurrur panelin e Pacientëve të Caktuar.
Click to expand or collapse Repository templates panel.,Klikoni për të zgjeruar ose tkurrur panelin e shablloneve të Depozitës.
Click to go to page,Klikoni për të shkuar te faqja
Click to Hide,Klikoni për të Fshehur
Click to hide advanced search,Klikoni për të fshehur kërkimin e avancuar
Click to Hide Filters,Klikoni për të Fshehur Filtrat
Click to hide search,Klikoni për të fshehur kërkimin
"Click to learn more about the Clinical Document Architecture (CDA) and Consolidated CDA (C-CDA)","Klikoni për të mësuar më shumë rreth Arkitekturës së Dokumentit Klinik (CDA) dhe CDA-së së Konsoliduar (C-CDA)"
Click to make chat this current recipient only...,Klikoni për ta bërë bisedën vetëm me këtë marrës aktual...
"Click to manually configure access control, recommended for advanced users","Klikoni për të konfiguruar manualisht kontrollin e aksesit, rekomandohet për përdoruesit e avancuar"
