constant_name,definition
Decide whether or not you will want to order individual tests which are a part of a panel of tests,Vendosni nëse dëshironi të porositni testet individuale që janë pjesë e një paneli testesh
deep,i thellë
"Default - Check any check box and this value will show up in the displayed drop-down box as the default value","Parazgjedhja - Zgjidhni çdo kutizë kontrolli dhe kjo vlerë do të shfaqet në kutinë rënëse si vlera e parazgjedhur"
Default Adjust Type,Lloji i Rregullimit të Parazgjedhur
Default Customer,Klienti i Parazgjedhur
Default Eligibility X12 Partner,Partneri X12 i Përshtatshmërisë së Parazgjedhur
Default Exam Values,Vlerat e Parazgjedhura të Ekzaminimit
Default font,Fonti i parazgjedhur
Default font (need to logout/login after change this setting),Fonti i parazgjedhur (duhet të dilni/hyni pas ndryshimit të kësaj cilësie)
Default font size,Madhësia e fontit të parazgjedhur
Default font size (need to logout/login after change this setting),Madhësia e fontit të parazgjedhur (duhet të dilni/hyni pas ndryshimit të kësaj cilësie)
Default left print margin for CMS 1500,Margjina e majtë e printimit të parazgjedhur për CMS 1500
Default left print margin for UB04,Margjina e majtë e printimit të parazgjedhur për UB04
"Default List (write,addonly optional) (default)","Lista e Parazgjedhur (shkruaj, vetëm-shto opsionale) (default)"
"Default Patient Country sent to NewCrop eRx, only if patient country is not set.","Vendi i Parazgjedhur i Pacientit dërguar në NewCrop eRx, vetëm nëse vendi i pacientit nuk është vendosur."
Default Patient Templates,Shabllonet e Parazgjedhura të Pacientit
Default Price Level,Niveli i Çmimit të Parazgjedhur
Default Procedure Type,Lloji i Procedurës së Parazgjedhur
Default provider changed,Ofruesi i parazgjedhur u ndryshua
Default Rendering Provider in Fee Sheet,Ofruesi i Parazgjedhur i Renderimit në Fletën e Tarifave
Default Search Code Type,Lloji i Kodit të Kërkimit të Parazgjedhur
Default Second Tab,Skeda e Dytë e Parazgjedhur
Default selection for rendering provider in fee sheet.,Zgjedhja e parazgjedhur për ofruesin e renderimit në fletën e tarifave.
Default Sort Direction,Drejtimi i Renditjes së Parazgjedhur
Default to a provider for line item in the fee sheet,Parazgjedhje tek një ofrues për artikullin rreshtor në fletën e tarifave
Default to a provider for line item in the fee sheet.(only applicable if Support line item billing in option above),Parazgjedhje tek një ofrues për artikullin rreshtor në fletën e tarifave.(zbatohet vetëm nëse mbështetet faturimi rreshtor në opsionin e mësipërm)
Default top print margin for CMS 1500,Margjina e sipërme e printimit të parazgjedhur për CMS 1500
Default top print margin for UB04,Margjina e sipërme e printimit të parazgjedhur për UB04
Default Units and Range as appropriate,Njësitë dhe Diapazoni i Parazgjedhur sipas nevojës
Default Values,Vlerat e Parazgjedhura
Default Visit Category,Kategoria e Vizitës së Parazgjedhur
"Default: Checked. When checked, messages are processed for patients with Patient Demographic Choice (Phone/Text/Email) set to 'Unassigned' or 'Yes'. If this is unchecked, a given type of message can only be sent if its Demographic Choice = 'Yes'.","Parazgjedhja: E zgjedhur. Kur është e zgjedhur, mesazhet përpunohen për pacientët me Zgjedhjen Demografike të Pacientit (Telefon/Tekst/Email) të vendosur në 'E pacaktuar' ose 'Po'. Nëse kjo nuk është e zgjedhur, një lloj i caktuar mesazhi mund të dërgohet vetëm nëse Zgjedhja Demografike = 'Po'."
Defaults,Parazgjedhjet
Define a default visit category,Përcaktoni një kategori vizite të parazgjedhur
Define lab service locations,Përcaktoni vendndodhjet e shërbimit laboratorik
Definition Exists,Përkufizimi Ekziston
Definition Not Updated,Përkufizimi Nuk u Përditësua
Delete Document,Fshi Dokumentin
Delete Log Entries,Fshi Hyrjet e Regjistrit
Delete Onsite Portal Activity,Fshi Aktivitetin e Portalit në Vend
Delete OS{{left eye}} values,Fshi vlerat OS{{syri i majtë}}
"Delete Patient, Encounter, Form, Issue, Document, Payment, Billing or Transaction","Fshi Pacientin, Vizitën, Formularin, Çështjen, Dokumentin, Pagesën, Faturimin ose Transaksionin"
Delete Successful,Fshirja e Suksesshme
Delete this message,Fshi këtë mesazh
"Deleting this event cannot be undone. It cannot be recovered once it is gone. Are you sure you wish to delete this event?","Fshirja e këtij eventi nuk mund të zhbëhet. Nuk mund të rikuperohet pasi të jetë fshirë. A jeni i sigurt që dëshironi ta fshini këtë event?"
Deletion failed because group has appointments or encounters,Fshirja dështoi sepse grupi ka takime ose vizita
Delivered,Dorëzuar
Delivery is not allowed to the specified Direct Address:,Dorëzimi nuk lejohet në Adresën Direkte të specifikuar:
Demographic changes made here are recorded system-wide,Ndryshimet demografike të bëra këtu regjistrohen në të gjithë sistemin
"Demographics (write,addonly optional) (demo)","Demografitë (shkruaj, vetëm-shto opsionale) (demo)"
Demographics - patient demographics and insurance information,Demografitë - demografitë e pacientit dhe informacioni i sigurimit
"Demographics Legend Red: Charted Values. Blue: Patient Edits","Legjenda e Demografive Kuqe: Vlera të Regjistruara. Blu: Ndryshime të Pacientit"
denies,mohon
Denominator Exception,Përjashtimi i Emëruesit
Denominator Exclusion,Përjashtimi i Emëruesit
Dep Date,Data e Dep
Depending on the level of access you can View/Edit the Transaction,Në varësi të nivelit të aksesit mund të Shikoni/Ndryshoni Transaksionin
"Depending on the type of bill you are testing you will see HCFA like output on a blank page for HCFA bills, you will see many lines of somewhat garbled text  and information if you are testing an X12 claim. That garbled text is the X12 EDI 4010A format. Occasionally you will see odd characters that look like dominoes or  squiglies, these are control characters such as page feeds and are normal.","Në varësi të llojit të faturës që po testoni, do të shihni dalje si HCFA në një faqe bosh për faturat HCFA, do të shihni shumë rreshta teksti dhe informacioni paksa të paqartë nëse po testoni një kërkesë X12. Ai tekst i paqartë është formati X12 EDI 4010A. Herë pas here do të shihni karaktere të çuditshme që duken si domino ose vizatime, këto janë karaktere kontrolli si ushqime faqesh dhe janë normale."
Depending on whether or not NewCrop eRx module is enabled the method of entry will vary,Në varësi nëse moduli NewCrop eRx është i aktivizuar ose jo metoda e hyrjes do të ndryshojë
Dept,Dept
Dermatology,Dermatologji
Derm{{dermatologic}},Derm{{dermatologjik}}
DERM{{Dermatology}},DERM{{Dermatologji}}
Description is Placeholder,Përshkrimi është Vendmbajtës
Destination Warehouse,Magazina e Destinacionit
Destroy,Shkatërro
Destruction,Shkatërrim
Detail's group was saved successfully,Grupi i detajeve u ruajt me sukses
Detailed exam,Ekzaminimi i detajuar
Detailed HPI,HPI e Detajuar
Detailed information on how to setup and troubleshoot phiMail messages is available here,Informacione të detajuara se si të konfiguroni dhe zgjidhni problemet e mesazheve phiMail janë të disponueshme këtu
Details Not Available,Detajet Nuk Janë të Disponueshme
Developer error missing form 'patientForm',Gabim zhvilluesi mungon formulari 'patientForm'
Developer error missing hidden form element 'selectedPatient',Gabim zhvilluesi mungon elementi i fshehur i formularit 'selectedPatient'
Developer error. Patient id is missing from dataset,Gabim zhvilluesi. ID e pacientit mungon nga grupi i të dhënave
Deviation,Devijimi
DI (Device Identifier),DI (Identifikuesi i Pajisjes)
Diagnosis Codes History,Historiku i Kodeve të Diagnozës
Diagnosis Description,Përshkrimi i Diagnozës
Diagnostic,Diagnostik
Diagnostics,Diagnostika
Diam{{Diameter}},Diam{{Diametri}}
DIAM{{Diameter}},DIAM{{Diametri}}
Dicom Viewer,Shikuesi Dicom
Difference,Diferenca
Difficulty working etc.,Vështirësi në punë etj.
Dilated with,Zgjeruar me
Dilation,Zgjerim
Dilation orders/risks reviewed,Porositë/rreziqet e zgjerimit u rishikuan
Dilation Time,Koha e Zgjerimit
Dim,I zbehur
Direct,Direkt
Direct Email,Email Direkt
Direct Message Log,Regjistri i Mesazheve Direkte
Directives,Direktiva
Disable Auto Adjustment Calculations in EOB Posting,Çaktivizo Llogaritjet Automatike të Rregullimit në Postimin EOB
Disable Auto Adjustments,Çaktivizo Rregullimet Automatike
Disable automatically calculating balance adjustments for invoice posting,Çaktivizo llogaritjen automatike të rregullimeve të bilancit për postimin e faturave
Disable Chart Tracker,Çaktivizo Gjurmuesin e Kartelës
Disable Client,Çaktivizo Klientin
Disable Help Modal,Çaktivizo Dritaren Modale të Ndihmës
Disable Insurance Eligibility Reports Download,Çaktivizo Shkarkimin e Raporteve të Përshtatshmërisë së Sigurimit
Disable Old Metric Vitals Form,Çaktivizo Formularin e Vjetër të Shenjave Jetësore Metrike
Disable Patient Flow Board,Çaktivizo Tabelën e Rrjedhës së Pacientit
Disable phiMail Test Mode,Çaktivizo Mënyrën e Testimit phiMail
Disable phpMyAdmin,Çaktivizo phpMyAdmin
Disable the restriction of only one IPPF code per MA code in superbill,Çaktivizo kufizimin e vetëm një kodi IPPF për çdo kod MA në superfaturë
Disabled Beneficiary Under Age 65 with Large Group Health Plan (LGHP),Përfitues me Aftësi të Kufizuara Nën Moshën 65 me Plan Shëndetësor të Grupit të Madh (LGHP)
Disabled Client,Klient i Çaktivizuar
"Disabling automatic checking would be appropriate if message checking is managed through another mechanism, such as a system cron job","Çaktivizimi i kontrollit automatik do të ishte i përshtatshëm nëse kontrolli i mesazheve menaxhohet përmes një mekanizmi tjetër, siç është një detyrë cron e sistemit"
"Disadvantages being cost of device, potential for loss and running out of battery power","Disavantazhet janë kostoja e pajisjes, mundësia e humbjes dhe mbarimi i baterisë"
Disc,Disk
Discharge Disposition,Dispozicioni i Lëshimit
Discharge Summary - 2009,Përmbledhja e Lëshimit - 2009
Disclaimer,Mohim Përgjegjësie
"Disclosures (write,addonly optional)","Zbulime (shkruaj, vetëm-shto opsionale)"
"Disclosures (write,addonly optional) (disclosure)","Zbulime (shkruaj, vetëm-shto opsionale) (disclosure)"
"Disclosures - Record disclosures made for treatment, payment, and health care operations with date, time, patient identification (name or number), user identification (name or number), and a description of the disclosure","Zbulime - Regjistroni zbulimet e bëra për trajtimin, pagesën dhe operacionet e kujdesit shëndetësor me datën, kohën, identifikimin e pacientit (emri ose numri), identifikimin e përdoruesit (emri ose numri) dhe një përshkrim të zbulimit"
Discount/Adjustment,Zbritje/Rregullim
Discounts as Monetary Amounts,Zbritjet si Shuma Monetare
"Discounts at checkout time are entered as money amounts, as opposed to percentage.","Zbritjet në kohën e arkëtimit futen si shuma monetare, në vend të përqindjes."
Discounts at checkout time may be entered per invoice or per line item or both.,Zbritjet në kohën e arkëtimit mund të futen për faturë ose për artikull rreshtor ose për të dyja.
Discrete Results - for manual entry of returned result values,Rezultate Diskrete - për futjen manuale të vlerave të rezultateve të kthyera
Disease with presumed immunity,Sëmundje me imunitet të supozuar
Dislay main menu logo,Shfaq logon e menysë kryesore
Dismiss,Hiq
Dismiss Form,Hiq Formularin
Dismiss Help,Hiq Ndihmën
Dispense Rx,Jep Rx
Dispense this Rx,Jep këtë Rx
Dispense this RX,Jep këtë RX
Display,Shfaq
"Display Additional measurements (Ks, IOL cals, etc)","Shfaq matjet shtesë (Ks, IOL cals, etj)"
Display Application Errors Only,Shfaq Vetëm Gabimet e Aplikacionit
Display Invoice Number or Patient Name in the Cash Receipt Report,Shfaq Numrin e Faturës ose Emrin e Pacientit në Raportin e Faturës së Arkës
Display limit reached,Kufiri i shfaqjes u arrit
Display links to the acknowledgements page,Shfaq lidhjet me faqen e falënderimeve
Display main menu logo,Shfaq logon e menysë kryesore
Display Save and Close Visit button in LBFs,Shfaq butonin Ruaj dhe Mbyll Vizitën në LBF
Display the Autorefraction Panel,Shfaq Panelin e Autorefraksionit
Display the Contact Lens Panel,Shfaq Panelin e Lenteve të Kontaktit
Display the Donations link on the About page,Shfaq lidhjen e Dhurimeve në faqen Rreth
Display the Encounter Billing Note or Patient Billing Note or Both in the Billing Screen.,Shfaq Shënimin e Faturimit të Vizitës ose Shënimin e Faturimit të Pacientit ose të Dyja në Ekranin e Faturimit.
Display the Manifest Refraction panel,Shfaq panelin e Refraksionit Manifest
Display the patient's current glasses,Shfaq syzet aktuale të pacientit
Display the recurrent appointment widget in the patient summary.,Shfaq miniaplikacionin e takimeve të përsëritura në përmbledhjen e pacientit.
Display the Review link on the About page,Shfaq lidhjen e Rishikimit në faqen Rreth
Display the Units Column on the Billing Screen,Shfaq Kolonën e Njësive në Ekranin e Faturimit
Display Window Errors Only,Shfaq Vetëm Gabimet e Dritares
Displaying the following number of most recent messages,Duke shfaqur numrin e mëposhtëm të mesazheve më të fundit
Distance,Distanca
Distance from the 'top' of the envelope in mm,Distanca nga 'maja' e zarfit në mm
Distance from the right most edge of the envelope in portrait position in mm,Distanca nga buza më e djathtë e zarfit në pozicionin portret në mm
Distribute,Shpërnda
Distributed Edits,Ndryshime të Shpërndara
Distributed to Global,Shpërndarë në Global
Dist{{distance}},Dist{{distancë}}
"Divehi- Dhivehi- Maldivian-","Divehi- Dhivehi- Maldiviane-"
Divergence,Divergjencë
Divergence Amps,Amperet e Divergjencës
Do not allow insurance eligibility report log download,Mos lejo shkarkimin e regjistrit të raportit të përshtatshmërisë së sigurimit
Do not allow SQL queries to be outputted to screen.,Mos lejo që kërkesat SQL të shfaqen në ekran.
Do not display Allergies uploaded after visiting NewCrop eRx.,Mos shfaq Alergjitë e ngarkuara pas vizitës në NewCrop eRx.
Do not display Allergy uploaded to NewCrop,Mos shfaq Alergji të ngarkuar në NewCrop
Do not display Medications uploaded after visiting NewCrop eRx.,Mos shfaq Medikamentet e ngarkuara pas vizitës në NewCrop eRx.
Do not display Medications uploaded to NewCrop,Mos shfaq Medikamente të ngarkuara në NewCrop
Do not display NewCrop eRx Allergy uploaded,Mos shfaq Alergjinë e ngarkuar të NewCrop eRx
Do not display NewCrop eRx Medications uploaded,Mos shfaq Medikamentet e ngarkuara të NewCrop eRx
Do not display the Recall Board.,Mos shfaq Tabelën e Rikujtimit.
"Do not enter the server URL into your browser address bar, as this will not work","Mos e futni URL-në e serverit në shiritin e adresës së shfletuesit, pasi kjo nuk do të funksionojë"
Do not know what to do!,Nuk di çfarë të bëj!
Do Not Print,Mos Printo
Do Not Use Safe Apostrophe,Mos Përdor Apostrof të Sigurt
Do not warn or prevent web browser refresh,Mos paralajmëro ose parandalo rifreskimin e shfletuesit
Do Nothing,Mos Bëj Asgjë
Do you really want to change Warehouse?,A dëshironi vërtet të ndryshoni Magazinën?
Do you really want to clear the log?,A dëshironi vërtet të pastroni regjistrin?
Do you really want to submit with no criteria selected?,A dëshironi vërtet të dërgoni pa asnjë kriter të zgjedhur?
Do you want to close the tabs?,A dëshironi t'i mbyllni skedat?
Dob,Dob
Doc Id,ID Dok
document 3 and their status to reach the detailed HPI level,dokumentoni 3 dhe statusin e tyre për të arritur nivelin e detajuar HPI
Document Center,Qendra e Dokumenteve
Document clinical findings in Shorthand Format,Dokumentoni gjetjet klinike në Format të Shkurtuar
Document could not be moved to patient id,Dokumenti nuk mund të zhvendosej tek ID e pacientit
Document identifying information,Informacioni identifikues i dokumentit
Document Library,Biblioteka e Dokumenteve
Document Uploader/Viewer,Ngarkuesi/Shikuesi i Dokumenteve
Documentation for a Detailed HPI requires,Dokumentimi për një HPI të Detajuar kërkon
documents,dokumente
"Documents (write,addonly optional) (docs)","Dokumentet (shkruaj, vetëm-shto opsionale) (docs)"
Documents - a repository of the patient's scanned/faxed paper documents. It also the place to download patient specific templates,Dokumentet - një depo e dokumenteve të letrës së skanuar/faksuar të pacientit. Gjithashtu është vendi për të shkarkuar shabllonet specifike të pacientit
Documents Delete,Fshirja e Dokumenteve
Documents Delete (docs_rm),Fshirja e Dokumenteve (docs_rm)
Documents History,Historiku i Dokumenteve
Documents List,Lista e Dokumenteve
Documents setup error,Gabim në konfigurimin e dokumenteve
DOE,DOE
Does anything make it better? Worse?,A e përmirëson diçka? E përkeqëson?
Does it occur in certain situations?,A ndodh në situata të caktuara?
does not have enough data to graph,nuk ka të dhëna të mjaftueshme për grafik
DONATE NOW!,DHURO TANI!
Donation ID,ID e Dhurimit
Done with,Përfunduar me
Double click on a DX's handle,Klikoni dy herë mbi dorezën e një DX
Double Click on this icon to pop up document in a new viewer.,Klikoni dy herë mbi këtë ikonë për të hapur dokumentin në një shikues të ri.
Double Clicking a NPI box will bring up a current Users dialog for providers.,Klikimi i dyfishtë në kutinë NPI do të hapë një dialog të Përdoruesve aktualë për ofruesit.
Download - the created CCD is downloaded as a pdf file to the downloads from the browser,Shkarko - CCD e krijuar shkarkohet si skedar pdf në shkarkimet nga shfletuesi
Download - the created CCR is downloaded as a pdf file to the downloads from the browser,Shkarko - CCR e krijuar shkarkohet si skedar pdf në shkarkimet nga shfletuesi
Download and/or delete log data,Shkarkoni dhe/ose fshini të dhënat e regjistrit
Download CCD,Shkarko CCD
Download Charted Documents,Shkarko Dokumentet e Regjistruara
Download CSV,Shkarko CSV
Download CSV File,Shkarko Skedarin CSV
Download Documents,Shkarko Dokumentet
Download Lab Documents,Shkarko Dokumentet e Laboratorit
Download Log Entries as Zipped CSV,Shkarko Hyrjet e Regjistrit si CSV të Kompresuar
Download Offsite Portal Connection Files,Shkarko Skedarët e Lidhjes së Portalit Jashtë Vendit
Download or Delete Old Log Entries,Shkarkoni ose Fshini Hyrjet e Vjetra të Regjistrit
Download QRDA Category III File,Shkarko Skedarin QRDA Kategoria III
Download report as a pdf file into the browser's download folder,Shkarkoni raportin si skedar pdf në dosjen e shkarkimeve të shfletuesit
Download Selected,Shkarko të Zgjedhurat
Download will download a text file containing the order in the HL7v2.3 message format to the downloads directory of your computer,Shkarkimi do të shkarkojë një skedar teksti që përmban porosinë në formatin e mesazhit HL7v2.3 në dosjen e shkarkimeve të kompjuterit tuaj
Downloading Document!,Duke Shkarkuar Dokumentin!
Drafts,Skicat
Drag a DX over by its handle,Tërhiqni një DX duke e kapur nga doreza
Drag the arrow for each diagnosis to sort the list.,Tërhiqni shigjetën për çdo diagnozë për të renditur listën.
Draw,Vizato
Drop files here to upload,Lëshoni skedarët këtu për t'i ngarkuar
Drug - Drug Interaction,Ndërveprimi Medikament - Medikament
Drug Code,Kodi i Medikamentit
Drug name,Emri i medikamentit
Drug name is required,Emri i medikamentit është i detyrueshëm
Drug Screen,Analiza e Medikamenteve
Drug Screen Completed,Analiza e Medikamenteve u Kompletua
Drug Screen Report,Raporti i Analizës së Medikamenteve
Drug units,Njësitë e medikamentit
Drug Use,Përdorimi i Medikamenteve
Drug-Drug,Medikament-Medikament
Drug-Drug Interaction,Ndërveprimi Medikament-Medikament
Drug1 Name{{Drug1 Interaction}},Emri i Medikamentit1{{Ndërveprimi i Medikamentit1}}
Drug2 Name{{Drug2 Interaction}},Emri i Medikamentit2{{Ndërveprimi i Medikamentit2}}
DTaP 1,DTaP 1
DTaP 2,DTaP 2
DTaP 3,DTaP 3
DTaP 4,DTaP 4
DTaP 5,DTaP 5
Dual,Dual
Due date,Data e afatit
Due Ins,Detyrim Sig
Due Pt,Detyrim Pac
Due Soon,Afati Së Shpejti
