constant_name,definition
"Not all old browsers support U2F. Using the latest versions of modern browsers - Chrome, Firefox, Safari, Edge and Opera should suffice","Jo të gjithë shfletuesit e vjetër mbështesin U2F. Përdorimi i versioneve më të fundit të shfletuesve modernë - Chrome, Firefox, Safari, Edge dhe Opera duhet të mjaftojë"
Not Allowed,Nuk Lejohet
Not allowed to delete the Administrators group,Nuk lejohet fshirja e grupit të Administratorëve
Not Allowed to Edit,Nuk Lejohet Ndryshimi
Not allowed to inactivate all security objects,Nuk lejohet çaktivizimi i të gjitha objekteve të sigurisë
Not allowed to inactivate anything from the Administrators ACL,Nuk lejohet çaktivizimi i asgjëje nga ACL e Administratorëve
Not allowed to remove the admin user from the Administrators group,Nuk lejohet heqja e përdoruesit admin nga grupi i Administratorëve
Not allowed to remove this user from the Administrators group,Nuk lejohet heqja e këtij përdoruesi nga grupi i Administratorëve
not answered,pa përgjigje
Not applicable,Nuk zbatohet
Not Applicable,Nuk Zbatohet
Not at all,Aspak
Not authorised to access PostCalendar module,Nuk jeni i autorizuar për të aksesuar modulin PostCalendar
Not Authorized,I Paautorizuar
Not authorized,I paautorizuar
Not authorized for this squad!,Nuk jeni i autorizuar për këtë skuadër!
Not authorized for this squad.,Nuk jeni i autorizuar për këtë skuadër.
Not authorized to manage users!,Nuk jeni i autorizuar për të menaxhuar përdoruesit!
Not authorized to sign results,Nuk jeni i autorizuar për të firmosur rezultatet
Not authorized to view this encounter,Nuk jeni i autorizuar për të parë këtë vizitë
Not authorized!,Nuk jeni i autorizuar!
Not Available,I Padisponueshëm
"Not being able to stop or control worrying","Paaftësia për të ndaluar ose kontrolluar shqetësimin"
Not Billed,E Pafaturuar
Not billed,E pafaturuar
Not Checked,E Pakontrolluar
Not checked out,Nuk është bërë dalja
Not Coded,E Pakoduar
Not controlling worry,Nuk kontrollon shqetësimin
Not documented,E padokumentuar
Not Due,Nuk ka afat
Not Esigned,Pa Firmë Elektronike
Not Examined,I Paekzaminuar
Not Examined:,I Paekzaminuar:
"Not Examined: ","I Paekzaminuar: "
Not For Diagnostic Use,Jo për Përdorim Diagnostik
not found,nuk u gjet
Not Found,Nuk u Gjet
not found!,nuk u gjet!
Not Hispanic or Latino,Jo Hispanik ose Latino
Not installed,I painstaluar
Not Installed,I Painstaluar
Not Possible,E Pamundur
Not Required,Nuk Kërkohet
Not required.,Nuk kërkohet.
"Not required. This password is for generated admin.p12","Nuk kërkohet. Kjo fjalëkalim është për admin.p12 të gjeneruar"
Not seen since,Nuk është parë që nga
Not sent,Nuk u dërgua
Not Sent Yet,Nuk Është Dërguar Ende
Not signed.,Nuk është firmosur.
Not Specified,I Paspecifikuar
Not Specified.,I Paspecifikuar.
Not VFC eligible,Nuk kualifikohet për VFC
Not yet implemented.,Nuk është implementuar ende.
Note,Shënim
NOTE,SHËNIM
Note Category,Kategoria e Shënimit
Note Codes,Kodet e Shënimit
Note Details,Detajet e Shënimit
"Note it is recommended to avoid approving SMART apps that do not register as a confidential client. These apps are less secure and should be highly restricted in the OAUTH2 scopes you allow them to access.","Vini re se rekomandohet të shmangni miratimin e aplikacioneve SMART që nuk regjistrohen si klient konfidencial. Këto aplikacione janë më pak të sigurta dhe duhet të kufizohen shumë në fushat OAUTH2 që u lejoni të aksesojnë."
Note it will take 5-10 minutes to fully process after you click Install,Vini re se do të duhen 5-10 minuta për përpunim të plotë pasi të klikoni Instalo
Note it will take 5-10 minutes to fully process after you click Upgrade,Vini re se do të duhen 5-10 minuta për përpunim të plotë pasi të klikoni Përditëso
Note that Audit Logging needs to be enabled above,Vini re se Regjistrimi i Auditimit duhet të aktivizohet më sipër
Note that the Eventlog Backup is currently set to save in the following folder,Vini re se Kopja Rezervë e Regjistrit të Ngjarjeve aktualisht është caktuar të ruhet në dosjen e mëposhtme
Note that the pop-up form heading will now read Enter Details for Custom Favorite Group,Vini re se titulli i formularit pop-up tani do të lexojë Vendos Detajet për Grupin e Personalizuar të Preferuarve
Note that the pop-up form heading will now read Enter Details for Discrete Results,Vini re se titulli i formularit pop-up tani do të lexojë Vendos Detajet për Rezultatet Diskrete
Note that the pop-up form heading will now read Enter Details for Individual Procedures,Vini re se titulli i formularit pop-up tani do të lexojë Vendos Detajet për Procedurat Individuale
Note there is no 'Save' button.,Vini re se nuk ka butonin 'Ruaj'.
"Note this refers to the Continuity of Care Record (CCR) or Continuity of Care Document (CCD) as the case may be","Vini re se kjo i referohet Regjistrimit të Vazhdimësisë së Kujdesit (CCR) ose Dokumentit të Vazhdimësisë së Kujdesit (CCD) sipas rastit"
Note Type,Lloji i Shënimit
"Note: 12:00 noon is PM, not AM","Shënim: 12:00 dreka është PM, jo AM"
"NOTE: Importing external data can take more than an hour depending on your hardware configuration. For example, one of the RxNorm data tables contain in excess of 6 million rows.","SHËNIM: Importimi i të dhënave të jashtme mund të zgjasë më shumë se një orë në varësi të konfigurimit të harduerit tuaj. Për shembull, një nga tabelat e të dhënave RxNorm përmban mbi 6 milionë rreshta."
NOTE: Only the Biannual International Snomed Release is currently supported,SHËNIM: Aktualisht mbështetet vetëm Publikimi Ndërkombëtar Dypalësh i Snomed
NOTE: Only the Biannual International Snomed Releases and the US Snomed Releases are currently supported,SHËNIM: Aktualisht mbështeten vetëm Publikimet Ndërkombëtare Dypalëshe të Snomed dhe Publikimet e Snomed të SHBA-së
NOTE: Only the full monthly RxNorm release is currently supported,SHËNIM: Aktualisht mbështetet vetëm publikimi i plotë mujor i RxNorm
NOTE: Only the XML formats and Eligible Professionals valuesets supported,SHËNIM: Mbështeten vetëm formatet XML dhe grupet e vlerave të Profesionistëve të Kualifikuar
NOTE: The import can take up to several hours,SHËNIM: Importimi mund të zgjasë deri në disa orë
Note: This code has not been authorized.,Shënim: Ky kod nuk është autorizuar.
"Note: This code was not entered by an authorized user. Only authorized codes may be uploaded to the Open Medical Billing Network for processing. If you wish to upload these codes, please select an authorized user here.","Shënim: Ky kod nuk u vendos nga një përdorues i autorizuar. Vetëm kodet e autorizuara mund të ngarkohen në Rrjetin e Faturimit Mjekësor të Hapur për përpunim. Nëse dëshironi të ngarkoni këto kode, ju lutemi zgjidhni një përdorues të autorizuar këtu."
"Note: This copay was entered against billing that has not been authorized. Please review status.","Shënim: Kjo bashkëpagesë u vendos kundër faturimit që nuk është autorizuar. Ju lutemi rishikoni statusin."
Note: this is not an email address,Shënim: kjo nuk është një adresë email
"NOTE: Uploading files with duplicate names will cause the files to be automatically renamed (for example, file.jpg will become file.1.jpg). Filenames are considered unique per patient, not per category.","SHËNIM: Ngarkimi i skedarëve me emra të dyfishuar do të bëjë që skedarët të riemërohen automatikisht (për shembull, file.jpg do të bëhet file.1.jpg). Emrat e skedarëve konsiderohen unikë për çdo pacient, jo për çdo kategori."
"NOTE: Uploading files with duplicate names will cause the files to be automatically renamed. For example '<i>file.jpg</i>' will become '<i>file.jpg.1</i>'. Filenames are considered unique per patient, not per category. ","SHËNIM: Ngarkimi i skedarëve me emra të dyfishuar do të bëjë që skedarët të riemërohen automatikisht. Për shembull '<i>file.jpg</i>' do të bëhet '<i>file.jpg.1</i>'. Emrat e skedarëve konsiderohen unikë për çdo pacient, jo për çdo kategori. "
Notes,Shënime
NOTES,SHËNIME
Notes - A short description that will show up as a tooltip,Shënime - Një përshkrim i shkurtër që do të shfaqet si tooltip
"Notes - any encounters (write,addonly optional)","Shënime - çdo vizitë (shkrim, vetëm shtim opsional)"
"Notes - any encounters (write,addonly optional) (notes_a)","Shënime - çdo vizitë (shkrim, vetëm shtim opsional) (notes_a)"
"Notes - my encounters (write,addonly optional)","Shënime - vizitat e mia (shkrim, vetëm shtim opsional)"
"Notes - my encounters (write,addonly optional) (notes)","Shënime - vizitat e mia (shkrim, vetëm shtim opsional) (notes)"
Notes by,Shënime nga
Notes not authorized,Shënimet nuk janë të autorizuara
Nothing found - sorry,Asgjë nuk u gjet - na vjen keq
Nothing returned to report,Asgjë nuk u kthye për raportim
Nothing to import for Allergy,Asgjë për të importuar për Alergji
Nothing to import for Prescription,Asgjë për të importuar për Receta
Nothing to Post! Please review entries or use Cancel to exit transaction,Asgjë për të postuar! Ju lutemi rishikoni hyrjet ose përdorni Anulo për të dalë nga transaksioni
Nothing To Report,Asgjë për të Raportuar
Nothing to show for current actions.,Asgjë për të shfaqur për veprimet aktuale.
Notice,Njoftim
"Notice how the Top Group entry that was initially created called Serum Chemistry now has a blue + sign before its name indicating the presence of descendants or children to this entry","Vini re se si hyrja e Grupit të Sipërm që u krijua fillimisht me emrin Serum Chemistry tani ka një shenjë + blu para emrit të saj që tregon praninë e pasardhësve ose fëmijëve të kësaj hyrjeje"
NOTICE:: PostCalendar Submission/Modification,NJOFTIM:: Dërgimi/Modifikimi i PostCalendar
Notification,Njoftim
Notification Email Address,Adresa Email e Njoftimit
Notification FAILED,Njoftimi DËSHTOI
Notification FAILED: Not Portal Authorized,Njoftimi DËSHTOI: Portali Nuk Është i Autorizuar
Notification sent to,Njoftimi u dërgua te
Notification Settings,Cilësimet e Njoftimit
Notifications,Njoftimet
Notify Admin About Event Submission/Modification?,Njofto Administratorin për Dërgimin/Modifikimin e Ngjarjes?
Notify Patient,Njofto Pacientin
Notify Patients Portal,Njofto Portalin e Pacientëve
Notify via Patient Portal,Njofto përmes Portalit të Pacientit
"Now is the time to check and adjust the settings in openEMR for default units, sites, etc., refer to the help file in Procedures > Providers","Tani është koha për të kontrolluar dhe rregulluar cilësimet në openEMR për njësitë, vendet e paracaktuara, etj., referojuni skedarit të ndihmës në Procedurat > Ofruesit"
Now posting for,Tani duke postuar për
Now posting for:,Tani duke postuar për:
Now printing,Tani duke printuar
Now printing $stmt_count statements and updating encounters.,Tani duke printuar $stmt_count deklarata dhe duke përditësuar vizitat.
Now printing $stmt_count statements and updating invoices.,Tani duke printuar $stmt_count deklarata dhe duke përditësuar faturat.
Now printing $stmt_count statements; encounters will not be updated.,Tani duke printuar $stmt_count deklarata; vizitat nuk do të përditësohen.
Now printing $stmt_count statements; invoices will not be updated.,Tani duke printuar $stmt_count deklarata; faturat nuk do të përditësohen.
Now when you bring up the Select Codes pop-up you will see all the ICD10 codes listed,Tani kur hapni pop-up-in Zgjidh Kodet do të shihni të gjitha kodet ICD10 të listuara
Now when you bring up the Select Diagnosis Codes pop-up you will see all the ICD10 codes listed,Tani kur hapni pop-up-in Zgjidh Kodet e Diagnozës do të shihni të gjitha kodet ICD10 të listuara
NPA{{near point of accomodation}},NPA{{near point of accomodation}}
NPC{{near point of convergence}},NPC{{near point of convergence}}
NPI,NPI
"NPI - Enter the Provider's unique 10-digit National Provider Identifier or NPI identification number","NPI - Vendosni numrin unik 10-shifror të Identifikuesit Kombëtar të Ofruesit ose numrin e identifikimit NPI"
NQF,NQF
Number labs,Numri i laboratorëve
Number of Appointments on Statement,Numri i Takimeve në Deklaratë
Number of Appointments to display in the Group Summary,Numri i Takimeve për t'u shfaqur në Përmbledhjen e Grupit
Number of Appointments to display in the Onsite Patient Portal,Numri i Takimeve për t'u shfaqur në Portalin e Pacientit në Vend
Number of Appointments to display in the Patient Summary,Numri i Takimeve për t'u shfaqur në Përmbledhjen e Pacientit
Number of columns in year view.,Numri i kolonave në pamjen vjetore.
Number of days before showing fifth account message,Numri i ditëve para shfaqjes së mesazhit të pestë të llogarisë
Number of days before showing first account message,Numri i ditëve para shfaqjes së mesazhit të parë të llogarisë
Number of days before showing first account message.,Numri i ditëve para shfaqjes së mesazhit të parë të llogarisë.
Number of days before showing fourth account message,Numri i ditëve para shfaqjes së mesazhit të katërt të llogarisë
Number of days before showing second account message,Numri i ditëve para shfaqjes së mesazhit të dytë të llogarisë
Number of days before showing third account message,Numri i ditëve para shfaqjes së mesazhit të tretë të llogarisë
Number of days that the client certificate is valid.,Numri i ditëve që çertifikata e klientit është e vlefshme.
Number of days to search from the start date,Numri i ditëve për të kërkuar nga data e fillimit
"Number of digits after decimal point for currency, usually 0 or 2.","Numri i shifrave pas pikës dhjetore për monedhën, zakonisht 0 ose 2."
Number of encounters to display per page.,Numri i vizitave për t'u shfaqur për faqe.
Number of Excluded Appointments to display in the Tooltip,Numri i Takimeve të Përjashtuara për t'u shfaqur në Tooltip
"Number of games or events missed, if any","Numri i ndeshje ose ngjarjeve të humbura, nëse ka"
Number of hours in advance to send email notifications.,Numri i orëve përpara për të dërguar njoftimet me email.
Number of hours in advance to send Phone notification.,Numri i orëve përpara për të dërguar njoftimin me Telefon.
Number of hours in advance to send SMS notifications.,Numri i orëve përpara për të dërguar njoftimet me SMS.
Number of Messages Displayed in Patient Summary,Numri i Mesazheve të Shfaqura në Përmbledhjen e Pacientit
Number of Minutes to display completed checkouts,Numri i Minutave për të shfaqur daljet e përfunduara
"Number of Minutes to display completed checkouts. Zero is continuous display","Numri i Minutave për të shfaqur daljet e përfunduara. Zero është shfaqje e vazhdueshme"
Number of past history columns,Numri i kolonave të historikut të kaluar
Number of patients to display per page in the patient list.,Numri i pacientëve për t'u shfaqur për faqe në listën e pacientëve.
Numbness,Mpirje
Numerator,Numërues
Numeric display order,Renditja numerike e shfaqjes
Nuosu,Nuosu
Nursing Facility,Qendër Infermierore
Nutrition,Ushqyerja
Nutritional,Ushqyesor
O.A.F.V.,O.A.F.V.
O2 Sat,O2 Sat
"OAuth2 using SMART-on-FHIR profile (see http://docs.smarthealthit.org)","OAuth2 duke përdorur profilin SMART-on-FHIR (shih http://docs.smarthealthit.org)"
Objective,Objektiv
Obligatory participation,Pjesëmarrje e detyrueshme
Observation,Vrojtim
Observation Criteria,Kriteret e Vrojtimit
Observation Criteria Value,Vlera e Kritereve të Vrojtimit
Observation Form,Formulari i Vrojtimit
Observation Results,Rezultatet e Vrojtimit
Observation Results in Immunization,Rezultatet e Vrojtimit në Imunizim
Occitan,Oksitanisht
occurred while uploading file named,ndodhi gjatë ngarkimit të skedarit me emrin
Occurrence,Ndodhi
OD,OD
OD{{right eye}},OD{{right eye}}
oeFHIR,oeFHIR
of quantity,e sasisë
of tablets,e tabletave
of the month every,e muajit çdo
Ofc Notes,Shënime Zyre
Off,Çaktivizuar
Off (Recommended setting),Çaktivizuar (Cilësimi i rekomanduar)
Off Campus-Outpatient Hospital,Jashtë Kampusit-Spital Ambulator
Off: No Service.,Çaktivizuar: Asnjë Shërbim.
Office,Zyra
Office Announcements,Njoftimet e Zyrës
Office Note,Shënimi i Zyrës
Office Visit,Vizitë në Zyrë
Official Clinical Quality Measures (CQM) Measure Groups,Grupet Zyrtare të Matjeve të Cilësisë Klinike (CQM)
Offline access end date,Data e përfundimit të aksesit jashtë linje
offline_access,offline_access
Offsite Https link for the Patient Portal.,Linku Https jashtë vendit për Portalin e Pacientit.
Offsite Https link for the Patient Portal.(Patient Link),Linku Https jashtë vendit për Portalin e Pacientit.(Linku i Pacientit)
Offsite Patient Portal Password,Fjalëkalimi i Portalit të Pacientit Jashtë Vendit
Offsite Patient Portal Password(Put Blank If not Registered).,Fjalëkalimi i Portalit të Pacientit Jashtë Vendit(Lini Bosh Nëse Nuk Jeni i Regjistruar).
Offsite Patient Portal Provider ID,ID e Ofruesit të Portalit të Pacientit Jashtë Vendit
Offsite Patient Portal Provider ID(Put Blank If not Registered).,ID e Ofruesit të Portalit të Pacientit Jashtë Vendit(Lini Bosh Nëse Nuk Jeni i Regjistruar).
Offsite Patient Portal Site Address,Adresa e Faqes së Portalit të Pacientit Jashtë Vendit
Offsite Patient Portal Site Address (Patient Link),Adresa e Faqes së Portalit të Pacientit Jashtë Vendit (Linku i Pacientit)
Offsite Patient Portal Username,Emri i Përdoruesit të Portalit të Pacientit Jashtë Vendit
