constant_name,definition
"Once a template or available profile have been selected the Send button will show in the Scope toolbar. Click it to perform the action. A confirmation popup will then show on success or an error message otherwise.","Pasi të zgjidhet një shabllon ose profil i disponueshëm, butoni Dërgo do të shfaqet në shiritin e veglave Scope. Klikoni për të kryer veprimin. Një dritare konfirmimi do të shfaqet në rast suksesi ose një mesazh gabimi ndryshe."
Once a Transaction is saved it will appear on the Transaction page,Pasi të ruhet një Transaksion do të shfaqet në faqen e Transaksioneve
Once an appointment is scheduled the name automatically drops off the recall board,Pasi të caktohet një takim emri hiqet automatikisht nga tabela e rikujtesës
Once an appointment is scheduled the recall will drop off the Recall Board,Pasi të caktohet një takim rikujtesa do të hiqet nga Tabela e Rikujtesës
"Once completed, view and store this encounter as a PDF file","Pasi të përfundojë, shikoni dhe ruajeni këtë vizitë si skedar PDF"
"Once finished editing, click Save. The procedure forms current procedure diagnoses will fill exactly as built in this dialog.","Pasi të mbaroni redaktimin, klikoni Ruaj. Diagnozat aktuale të procedurës së formularit do të plotësohen saktësisht siç janë ndërtuar në këtë dialog."
"Once saved the entity for a Custom Favorite Group cannot be changed. If you need to change the entity you have to delete this entry and create a new one","Pasi të ruhet entiteti për një Grup Favoritësh i Personalizuar nuk mund të ndryshohet. Nëse duhet të ndryshoni entitetin duhet ta fshini këtë hyrje dhe të krijoni një të re"
Once the app captures the QR code it will show the OpenEMR user name in the app,Pasi aplikacioni të kapë kodin QR do të shfaqë emrin e përdoruesit OpenEMR në aplikacion
"Once the Primary Business Facility is set, changing the facility id will affect NewCrop ePrescription.","Pasi të vendoset Objekti Kryesor i Biznesit, ndryshimi i ID-së së objektit do të ndikojë në eRecetën NewCrop."
"Once the Primary Business Facility is set, it should not be changed. Changing the facility will affect the working in NewCrop ePrescription.","Pasi të vendoset Objekti Kryesor i Biznesit, nuk duhet të ndryshohet. Ndryshimi i objektit do të ndikojë në funksionimin e eRecetës NewCrop."
Once this feature is enabled you will be required to type in the 6 digit key at each login,Pasi të aktivizohet kjo veçori do t'ju kërkohet të shkruani çelësin 6-shifror në çdo identifikim
Once this is done the shared secret key that is unique for each user should only exist in OpenEMR and on the user's authenticator app,Pasi të bëhet kjo çelësi sekret i përbashkët që është unik për çdo përdorues duhet të ekzistojë vetëm në OpenEMR dhe në aplikacionin e vërtetimit të përdoruesit
"Once this step is completed you can proceed to next step - to configure the tests that can be ordered from the system","Pasi të përfundojë ky hap mund të vazhdoni në hapin tjetër - për të konfiguruar testet që mund të porositen nga sistemi"
"Once you change your password, you will have to re-login.","Pasi të ndryshoni fjalëkalimin, do t'ju duhet të riidentifikoheni."
"Once you select a justification code for the first CPT line all subsequent CPT code lines will have the same justification. Can be manually altered later if so desired","Pasi të zgjidhni një kod justifikimi për linjën e parë CPT të gjitha linjat pasuese të kodit CPT do të kenë të njëjtin justifikim. Mund të ndryshohet manualisht më vonë nëse dëshirohet"
Oncology: Medical and Radiation – Pain Intensity Quantified (CQM),Onkologjia: Mjekësore dhe Rrezatimi – Intensiteti i Dhimbjes i Kuantifikuar (CQM)
One Day Ahead,Një Ditë Përpara
One Encounter Per Day,Një Vizitë Për Ditë
One Month Ahead,Një Muaj Përpara
One or more transactions failed,Një ose më shumë transaksione dështuan
"One such lab uses 905 for Uric Acid and in our example we will enter that number in the box","Një laborator i tillë përdor 905 për Acidin Urik dhe në shembullin tonë do të fusim atë numër në kuti"
One time,Një herë
One Time PIN,PIN Njëhershëm
One Time verification PIN,PIN Verifikimi Njëhershëm
One Week Ahead,Një Javë Përpara
One Year Ahead,Një Vit Përpara
One-time password or OTP is a commonly used strategy used to provide a unique code for each login,Fjalëkalimi njëhershëm ose OTP është një strategji e përdorur zakonisht për të siguruar një kod unik për çdo identifikim
Online,Në linjë
Online Support,Mbështetje Në Linjë
Online Support Link,Lidhja e Mbështetjes Në Linjë
Online Users,Përdorues Në Linjë
Only Active,Vetëm Aktivë
"Only applicable if a provider or collated list was chosen above. PRIMARY only selects patients that the provider is the primary provider. ENCOUNTER selects all patients that the provider has seen.","Zbatohet vetëm nëse më sipër u zgjodh një ofrues ose listë e bashkuar. PRIMAR zgjedh vetëm pacientët për të cilët ofruesi është ofruesi kryesor. VIZITË zgjedh të gjithë pacientët që ofruesi i ka parë."
Only entries with a Code are billable,Vetëm hyrjet me një Kod janë të faturueshme
Only for comparisons,Vetëm për krahasime
Only for HTML5 compatible browsers.,Vetëm për shfletuesit e përputhshëm me HTML5.
only if billing location,vetëm nëse vendndodhja e faturimit
Only images files are accepted,Vetëm skedarë imazhesh pranohen
Only Include E-Signed Forms On Report,Përfshi Vetëm Formularët e Nënshkruar Elektronikisht Në Raport
"Only need to set this if the server is not providing the correct host for OAuth2, FHIR or CCDA. Example is","Duhet ta vendosni këtë vetëm nëse serveri nuk po ofron hostin e saktë për OAuth2, FHIR ose CCDA. Shembulli është"
Only one TOTP Key can be set up per user,Vetëm një Çelës TOTP mund të konfigurohet për përdorues
"Only recall to provider, no reminder","Vetëm rikujtesë për ofruesin, pa kujtesë"
"Only reminder to provider, no recall","Vetëm kujtesë për ofruesin, pa rikujtesë"
Only Show Active Codes ,Shfaq Vetëm Kodet Aktive
Only Show Diagnosis Reporting Codes,Shfaq Vetëm Kodet e Raportimit të Diagnozës
Only Show Service Code Finance Reporting Codes,Shfaq Vetëm Kodet e Raportimit Financiar të Kodit të Shërbimit
Only upload active prescriptions to NewCrop eRx.,Ngarkoni vetëm recetat aktive në NewCrop eRx.
Onset,Fillimi
Onset of Current Symptoms or Illness,Fillimi i Simptomave ose Sëmundjes Aktuale
Onset of Illness:,Fillimi i Sëmundjes:
"Onset of Ilness: ",Fillimi i Sëmundjes:
Onset of Swelling:,Fillimi i Ënjtjes:
Onset/Hosp Date for Encounters,Data e Fillimit/Spitalit për Vizitat
Onset/hosp. date,Data e fillimit/spitalit
Onset/hosp. date - is used for billing hospital encounters,Data e fillimit/spitalit - përdoret për faturimin e vizitave spitalore
Onset/hosp. date:,Data e fillimit/spitalit:
Onsite Activity Views,Pamjet e Aktivitetit Në Vend
Onsite Patient Activities,Aktivitetet e Pacientit Në Vend
Onsite Patient Portal,Portali i Pacientit Në Vend
Onsite Patient Portal Site Address,Adresa e Faqes së Portalit të Pacientit Në Vend
Onsite Portal,Portali Në Vend
Onsite Portal Activities,Aktivitetet e Portalit Në Vend
Onsite Portal Reviewed,Portali Në Vend i Rishikuar
Oops!,Ups!
"Open a spreadsheet and type in the various groups, procedure orders and discrete results, arrange according to need","Hapni një fletëllogaritëse dhe shkruani grupet e ndryshme, porositë e procedurave dhe rezultatet diskrete, rregulloni sipas nevojës"
Open a spreadsheet in openoffice/LibreOffice create 5 columns - three for E/M / CPT codes and two for the ICD code categories,Hapni një fletëllogaritëse në openoffice/LibreOffice krijoni 5 kolona - tre për kodet E/M / CPT dhe dy për kategoritë e kodit ICD
Open all expandable forms in expanded state,Hap të gjitha formularët e zgjerueshëm në gjendje të zgjeruar
Open and review the message content and any attachments,Hapni dhe rishikoni përmbajtjen e mesazhit dhe çdo bashkëngjitje
Open Demographics in New Window from Patient Flow Board,Hap Demografitë në Dritare të Re nga Tabela e Rrjedhës së Pacientit
Open Encounter,Hap Vizitën
Open Fee Sheet,Hap Fletën e Tarifave
Open Forms Module,Hap Modulin e Formularëve
Open invoice (will refresh page),Hap faturën (do të rifreskojë faqen)
"Open Med Practice and its suppliers use their commercially reasonable efforts to provide the most current and complete data available to them concerning prescription histories, drug interactions and formularies, patient allergies and other factors, but by your use of this service you acknowledge that (1) the completeness and accuracy of such data depends upon the completeness and accuracy with which it is entered into connected electronic databases by physicians, physician's offices, pharmaceutical benefits managers, electronic medical records firms, and other network participants, (2) such data is subject to error or omission in input, storage or retrieval, transmission and display, technical disruption, power or service outages, or other interruptions in electronic communication, any or all of which may be beyond the control of Open Med Practice and its suppliers, and (3) some information may be unavailable due to regulatory, contractual, privacy or other legal restrictions. You are responsible to use your clinical judgment at all times in rendering medical service and advice.","Open Med Practice dhe furnizuesit e tij përdorin përpjekjet e tyre tregtarisht të arsyeshme për të siguruar të dhënat më aktuale dhe të plota të disponueshme për ta lidhur me historikun e recetave, ndërveprimet e barnave dhe formularet, alergjitë e pacientëve dhe faktorë të tjerë, por duke përdorur këtë shërbim ju pranoni se (1) plotësia dhe saktësia e të dhënave të tilla varet nga plotësia dhe saktësia me të cilën ato futen në bazat e të dhënave elektronike të lidhura nga mjekët, zyrat e mjekëve, menaxherët e përfitimeve farmaceutike, firmat e regjistrave mjekësorë elektronikë dhe pjesëmarrës të tjerë të rrjetit, (2) të dhëna të tilla janë subjekt i gabimit ose mungesës në futje, ruajtje ose marrje, transmetim dhe shfaqje, ndërprerje teknike, ndërprerje të energjisë ose shërbimit, ose ndërprerje të tjera në komunikimin elektronik, njëra ose të gjitha të cilat mund të jenë jashtë kontrollit të Open Med Practice dhe furnizuesve të tij, dhe (3) disa informacione mund të mos jenë të disponueshme për shkak të kufizimeve rregullatore, kontraktuale, të privatësisë ose kufizimeve të tjera ligjore. Ju jeni përgjegjës të përdorni gjykimin tuaj klinik në çdo kohë gjatë ofrimit të shërbimit dhe këshillës mjekësore."
Open the Quick Pick panels,Hapni panelet e Zgjedhjes së Shpejtë
Open the Shorthand Window and display Shorthand Codes,Hapni Dritaren e Shkurtimeve dhe shfaqni Kodet e Shkurtimeve
Open/Close Ant Seg panels,Hap/Mbyll panelet Ant Seg
Open/Close External Exam panels,Hap/Mbyll panelet e Ekzaminimit të Jashtëm
Open/Close Imp/Plan panels,Hap/Mbyll panelet Imp/Plan
Open/Close Neuro panels,Hap/Mbyll panelet Neuro
Open/Close Post Seg panels,Hap/Mbyll panelet Post Seg
Open/Close the Anterior Segment drawing panel,Hap/Mbyll panelin e vizatimit të Segmentit Anterior
Open/Close the Anterior Segment Exam Quick Picks panel,Hap/Mbyll panelin e Zgjedhjeve të Shpejta të Ekzaminimit të Segmentit Anterior
Open/Close the detailed HPI panel,Hap/Mbyll panelin e detajuar HPI
Open/Close the External drawing panel,Hap/Mbyll panelin e vizatimit të Jashtëm
Open/Close the External Exam Quick Picks panel,Hap/Mbyll panelin e Zgjedhjeve të Shpejta të Ekzaminimit të Jashtëm
Open/Close the HPI Canvas,Hap/Mbyll Kanavacën HPI
Open/Close the Imp/Plan drawing panel,Hap/Mbyll panelin e vizatimit Imp/Plan
Open/Close the Impression/Plan Builder panel,Hap/Mbyll panelin e Ndërtuesit të Përshtypjes/Planit
Open/Close the Neuro drawing panel,Hap/Mbyll panelin e vizatimit Neuro
Open/Close the Neuro Exam Quick Picks panel,Hap/Mbyll panelin e Zgjedhjeve të Shpejta të Ekzaminimit Neuro
Open/Close the PMH draw panel,Hap/Mbyll panelin e vizatimit PMH
Open/Close the PMSFH panel,Hap/Mbyll panelin PMSFH
Open/Close the PMSFH summary panel,Hap/Mbyll panelin përmbledhës PMSFH
Open/Close the Retina drawing panel,Hap/Mbyll panelin e vizatimit të Retinës
Open/Close the Retinal Exam Quick Picks panel,Hap/Mbyll panelin e Zgjedhjeve të Shpejta të Ekzaminimit të Retinës
Open/Close the Shorthand Window and Codes,Hap/Mbyll Dritaren e Shkurtimeve dhe Kodet
Open/Close the Shorthand Window and display Shorthand Codes,Hap/Mbyll Dritaren e Shkurtimeve dhe shfaq Kodet e Shkurtimeve
"Open/Close the Shorthand Window and display Shorthand Codes next to each field","Hap/Mbyll Dritaren e Shkurtimeve dhe shfaq Kodet e Shkurtimeve pranë çdo fushe"
Open/Close the Shorthand Window and display Shorthand Codes.,Hap/Mbyll Dritaren e Shkurtimeve dhe shfaq Kodet e Shkurtimeve.
OpenEMR,OpenEMR
OpenEMR allows one TOTP but multiple U2F methods per user,OpenEMR lejon një TOTP por disa metoda U2F për përdorues
OpenEMR already has a Certificate Authority configured.,OpenEMR tashmë ka një Autoritet Certifikatash të konfiguruar.
OpenEMR App Registration,Regjistrimi i Aplikacionit OpenEMR
OpenEMR Application,Aplikacioni OpenEMR
OpenEMR Application Category,Kategoria e Aplikacionit OpenEMR
OpenEMR Authorization,Autorizimi OpenEMR
OpenEMR Database Upgrade,Përditësimi i Bazës së të Dhënave OpenEMR
OpenEMR Database Upgrade for De-identification,Përditësimi i Bazës së të Dhënave OpenEMR për De-identifikim
"OpenEMR does not recognize the incoming file in the contrib directory. This is most likely because you need to configure the release in the supported_external_dataloads table in the MySQL database.","OpenEMR nuk e njeh skedarin hyrës në drejtorinë contrib. Kjo ka shumë gjasa sepse duhet të konfiguroni versionin në tabelën supported_external_dataloads në bazën e të dhënave MySQL."
OpenEMR Login,Identifikimi OpenEMR
OpenEMR must be configured to use certificates before it can create client certificates.,OpenEMR duhet të konfigurohet për të përdorur certifikata përpara se të krijojë certifikata klienti.
OpenEMR offers 2 methods of 2FA,OpenEMR ofron 2 metoda të 2FA
OpenEMR Portal,Portali OpenEMR
OpenEMR Product Registration,Regjistrimi i Produktit OpenEMR
OpenEMR requires Javascript to perform user authentication.,OpenEMR kërkon Javascript për të kryer vërtetimin e përdoruesit.
OpenEMR Users,Përdoruesit OpenEMR
Openings,Hapësira
Opens in Bottom frame,Hapet në kornizën e poshtme
Opens in Top frame,Hapet në kornizën e sipërme
Operation Failed,Operacioni Dështoi
Operative Note - 2009,Shënimi Operativ - 2009
Operator,Operatori
Opthalmic,Oftalmike
Optic Discs,Disqet Optikë
Optic Nerve Analysis,Analiza e Nervit Optik
"Option one, apply the changes to only the Current event. Option two, apply to this event and all Future occurrences or lastly, apply to All event occurrences?","Opsioni i parë, zbatoni ndryshimet vetëm në ngjarjen Aktuale. Opsioni i dytë, zbatoni në këtë ngjarje dhe të gjitha ndodhitë e Ardhshme ose së fundmi, zbatoni në Të gjitha ndodhitë e ngjarjes?"
Option to save method of document storage.,Opsion për të ruajtur metodën e ruajtjes së dokumenteve.
Option to support inventory and sales of products,Opsion për të mbështetur inventarin dhe shitjen e produkteve
Optional,Opsionale
Optional category name for an ID Card image that can be viewed from the patient summary page.,Emri opsional i kategorisë për një imazh të Kartës së Identitetit që mund të shikohet nga faqja përmbledhëse e pacientit.
Optional category name for photo images that can be viewed from the patient summary page.,Emri opsional i kategorisë për imazhe fotografike që mund të shikohen nga faqja përmbledhëse e pacientit.
Optional category name of a document to link to from the patient summary page. Lets you click on a patient name to see their ID card.,Emri opsional i kategorisë së një dokumenti për t'u lidhur nga faqja përmbledhëse e pacientit. Ju lejon të klikoni mbi emrin e pacientit për të parë kartën e tyre të identitetit.
Optional default range for manual entry of results,Diapazoni opsional i paracaktuar për futjen manuale të rezultateve
Optional default units for manual entry of results,Njësitë opsionale të paracaktuara për futjen manuale të rezultateve
Optional Destination Name,Emri Opsional i Destinacionit
Optional Destination or Dicom Study Name,Emri Opsional i Destinacionit ose Studimit Dicom
"Optional drug name, use % as a wildcard","Emri opsional i barit, përdorni % si shenjë zëvendësuese"
Optional end date,Data opsionale e përfundimit
Optional end date mm/dd/yyyy,Data opsionale e përfundimit mm/dd/yyyy
"Optional immunization name or code, use % as a wildcard","Emri ose kodi opsional i imunizimit, përdorni % si shenjë zëvendësuese"
Optional information about this event,Informacion opsional rreth kësaj ngjarjeje
"Optional lot number, use % as a wildcard","Numri opsional i lotit, përdorni % si shenjë zëvendësuese"
Optional numeric patient ID,ID numerike opsionale e pacientit
Optional procedure code,Kodi opsional i procedurës
Optional procedure/service code,Kodi opsional i procedurës/shërbimit
or choose,ose zgjidhni
or click and drag for faster selection.,ose klikoni dhe tërhiqni për zgjedhje më të shpejtë.
Or create this new field ID,Ose krijoni këtë ID të re të fushës
Or Out To,Ose Jashtë Tek
or select from inventory,ose zgjidhni nga inventari
or Shift-click to decrease it,ose Shift-klikoni për ta zvogëluar
or utilize the Impression/Plan Builder,ose përdorni Ndërtuesin e Përshtypjes/Planit
"Oral mucosa pink, throat clear","Mukoza orale rozë, fyti i pastër"
"Order - The order in which the item will be displayed - incrementing by 10 will allow for up to 9 values to be inserted in between if so desired at a later date","Rendi - Rendi në të cilin artikulli do të shfaqet - rritja me 10 do të lejojë deri në 9 vlera të futen ndërmjet nëse dëshirohet në një datë të mëvonshme"
Order and Result Types,Llojet e Porosive dhe Rezultateve
Order Documents,Dokumentet e Porosisë
Order Documents and Logs,Dokumentet dhe Regjistrat e Porosisë
Order for,Porosi për
Order Form,Formulari i Porosisë
Order HL7 Content,Përmbajtja HL7 e Porosisë
Order Log,Regjistri i Porosisë
Order must be a number between 1 and 9999,Rendi duhet të jetë një numër midis 1 dhe 9999
Order Notes,Shënime të Porosisë
Order Questions,Pyetjet e Porosisë
Order Successfully Sent,Porosia u Dërgua me Sukses
Order Summary,Përmbledhja e Porosisë
Order Test Type,Lloji i Testit të Porosisë
Order Tracks,Gjurmët e Porosisë
Order/Result Type,Lloji i Porosisë/Rezultatit
Ordering,Porositje
Ordering a recognized panel of tests,Porositja e një paneli testesh të njohur
Ordering Physician,Mjeku Porositës
Ordering Provider,Ofruesi Porositës
Ordering Provider is required but not selected!,Ofruesi Porositës kërkohet por nuk është zgjedhur!
"Ordering tests individually can be tedious and there are two ways of ordering multiple tests together","Porositja e testeve individualisht mund të jetë e lodhshme dhe ka dy mënyra për të porositur disa teste së bashku"
Orders,Porositë
"Orders and Results are setup in an hierarchical manner, there are four tiers in this hierarchy","Porositë dhe Rezultatet janë vendosur në mënyrë hierarkike, ka katër nivele në këtë hierarki"
Orders Path,Shtegu i Porosive
Orders Path - is only required if you are submitting an electronic order to an external facility,Shtegu i Porosive - kërkohet vetëm nëse po dërgoni një porosi elektronike në një objekt të jashtëm
Order{{Sequence}},Porosi{{Sequence}}
Organ injury,Dëmtim i organit
Oriented TPP{{oriented to person and place}},I orientuar TPP{{i orientuar ndaj personit dhe vendit}}
Origin,Origjina
Origin Description,Përshkrimi i Origjinës
Original Checksum,Checksum-i Origjinal
Original file,Skedari origjinal
Original file deletion error,Gabim në fshirjen e skedarit origjinal
Oriya,Orija
Oromo,Oromo
"OROPHARYNX: ",OROFARINGU:
Ortho,Orto
Orthophoric,Ortoforik
Orthopnea,Ortopnea
ORTHO{{Orthopedics}},ORTO{{Ortopedia}}
Ortho{{orthophoric}},Orto{{ortoforik}}
OR{{as in AND/OR, ie. not an abbreviation}},OSE{{si në DHE/OSE, dmth. jo shkurtim}}
OS,OS
Osetoarthritis,Osteoartrit
"Ossetian, Ossetic","Osetiane, Osetisht"
Osteopathy,Osteopati
OS{{left eye}},OS{{syri i majtë}}
OTHER,TË TJERA
Other - lists items not covered in the above sections,Të tjera - liston artikujt që nuk mbulohen në seksionet e mësipërme
Other - Specified,Të tjera - Të Specifikuara
Other adult,Të rritur tjetër
Other Documents,Dokumente të Tjera
Other Federal Program,Program Tjetër Federal
Other HCFA,HCFA Tjetër
Other injury not elsewhere specified,Dëmtim tjetër i paspecifikuar gjetkë
Other Liability Insurance is Primary,Sigurimi i Përgjegjësisë Tjetër është Primar
Other Logs,Regjistra të Tjera
other month,muaji tjetër
Other Non-Federal Programs,Programe të Tjera Jo-Federale
Other Notes,Shënime të Tjera
Other Pertinent Symptoms,Simptoma të Tjera Përkatëse
Other Pertinent Symptoms:,Simptoma të Tjera Përkatëse:
Other Place of Service,Vend Tjetër Shërbimi
Other Provider,Ofrues Tjetër
Other pt resp,Përgjigje tjetër e pacientit
Other Registry,Regjistër Tjetër
Other stress/Over use injury,Dëmtim tjetër nga stresi/përdorimi i tepërt
Other Surgical,Kirurgjikale të Tjera
Other/Generic Abortion-Related,Të Tjera/Gjenerike Lidhur me Abortin
Other/Miscellaneous,Të Tjera/Të Ndryshme
Otherwise known as Dated Reminders are short messages of up to 160 characters,Të njohura ndryshe si Kujtesat me Datë janë mesazhe të shkurtra deri në 160 karaktere
otherwise you will destroy references to/from existing data.,përndryshe do të shkatërroni referencat nga/tek të dhënat ekzistuese.
OTP can be delivered by various methods,OTP mund të dorëzohet me metoda të ndryshme
"OTP can be generated either using time synchronization where the current time is combined with a secret key and hashed to generate the OTP or using mathematical algorithms were an initial seed (a random number) is combined with the previously used password to generate the OTP","OTP mund të gjenerohet duke përdorur sinkronizimin kohor ku koha aktuale kombinohet me një çelës sekret dhe hash-ohet për të gjeneruar OTP-në ose duke përdorur algoritme matematikore ku një farë fillestare (një numër i rastësishëm) kombinohet me fjalëkalimin e përdorur më parë për të gjeneruar OTP-në"
Ottawa Ankle Rules,Rregullat e Kyçit të Këmbës Ottawa
OU,OU
Our Out To,Jashtë Tek e Jona
OUT,JASHTË
Out Of Office,Jashtë Zyrës
Out Time,Koha e Daljes
Outbound Referral,Referim Dalës
Outcome,Rezultati
Outline Data Col,Kolona e të Dhënave me Kontur
Outline Entire Row,Rreshti i Plotë me Kontur
Outlook,Pamje
Outpatient Hospital,Spitali Ambulator
Output Type,Lloji i Daljes
OU{{both eyes}},OU{{të dy sytë}}
Over,Mbi
Overall Status Of Discharge,Statusi i Përgjithshëm i Lëshimit
OVERDUE,VONUAR
Overlay CMS 1500 on the Preprinted form,Mbivendosni CMS 1500 mbi formularin e Parashtyppur
"Override (if necessary) the appointment display limit to allow all appointments to be displayed for the last set","Anashkaloni (nëse është e nevojshme) kufirin e shfaqjes së takimeve për të lejuar shfaqjen e të gjitha takimeve për grupin e fundit"
Override HIPAA choice,Anashkaloni zgjedhjen HIPAA
